file,code,offset,before_after_hex
kigyo3.dat,1001,1483901,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 31 30 30 31 00 00 00 69 54 03 00 1A AE FE FF 93 3F FE FF 88 77 FE FF 88 5C 8F C2 75
kigyo3.dat,1010,80448,00 00 BB 11 00 00 2F 0B 00 00 87 E1 7A 14 2E 48 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 30 30 32 00 00 00 71 13 02
kigyo3.dat,1010,119829,00 87 17 00 00 12 0D 00 00 86 3D 0A D7 A3 30 00 00 00 00 00 00 06 31 34 31 30 31 30 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 31 31 00 00 00 7D 88 01 00
kigyo3.dat,1010,311887,3F FF FF 83 2B FF FF 90 23 FF FF 89 00 00 00 E0 89 00 00 00 00 00 00 06 31 30 31 30 32 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 31 32 00 00 00 EA 5C
kigyo3.dat,1010,346537,00 01 00 C9 5D 00 00 53 37 00 00 83 A4 70 3D 0A 07 00 00 00 00 00 00 06 31 30 31 30 32 39 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 DA 4E
kigyo3.dat,1010,440533,00 00 A0 1D 00 00 35 1B 00 00 86 33 33 33 33 5F 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 36 31 32 00 00 00 B9 E7 01
kigyo3.dat,1010,443173,00 00 CF 17 00 00 C8 0A 00 00 86 0A D7 A3 70 2A 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 30 32 00 00 00 0B 95 00
kigyo3.dat,1010,449443,FF FF 96 ED FF FF 93 D1 FF FF 86 EC 51 B8 1E EF 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 30 35 30 32 00 04 00 D6 91 05
kigyo3.dat,1010,571873,00 00 E3 05 00 00 C4 03 00 00 86 EC 51 B8 1E 7C 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 5B 34 01
kigyo3.dat,1010,581387,0A 00 00 D4 07 00 00 77 04 00 00 86 CD CC CC CC 00 00 00 00 00 00 00 06 31 30 31 30 32 39 00 00 00 00 00 00 00 00 00 00 00 00 04 31 30 30 33 00 00 00 98 67
kigyo3.dat,1010,680499,00 5E 08 00 00 05 0D 00 00 88 F6 28 5C CF 5C 00 00 00 00 00 00 06 31 33 31 30 31 30 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 31 31 00 00 00 E0 DD 00 00
kigyo3.dat,1010,713828,00 00 3C 03 00 00 C9 01 00 00 86 1F 85 EB 51 1E 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 38 30 32 00 00 00 53 46 01
kigyo3.dat,1010,848909,00 0D 01 00 00 B1 00 00 00 84 AE 47 E1 7A 38 00 00 00 00 00 00 06 31 34 31 30 31 30 00 00 00 00 00 00 00 00 00 00 00 00 04 32 30 30 32 00 00 00 95 47 00 00
kigyo3.dat,1010,937238,00 00 45 05 00 00 1C 02 00 00 8E 29 5C 8F 46 1D 00 00 00 00 00 00 06 31 31 30 31 30 36 00 00 00 00 00 00 00 00 00 00 00 00 04 31 32 30 33 00 00 00 51 00 01
kigyo3.dat,1010,1164608,00 00 0F 01 00 00 10 00 00 00 81 3D 0A D7 A3 10 00 00 00 00 00 00 06 31 31 30 31 30 37 00 00 00 00 00 00 00 00 00 00 00 00 04 31 38 30 32 00 00 00 F9 75 00
kigyo3.dat,1010,1170896,00 00 00 00 06 30 39 30 35 31 35 00 00 00 00 00 00 00 00 00 00 00 00 04 31 30 31 30 00 00 00 B1 2A 00 00 F6 00 00 00 14 01 00 00 56 00 00 00 84 5C 8F C2 F5
kigyo3.dat,1010,1175497,01 00 00 81 01 00 00 2D FE FF FF 87 48 E1 7A 14 69 00 00 00 00 00 00 06 31 30 31 30 32 38 00 00 00 00 00 00 00 00 00 00 00 00 04 31 32 31 32 00 00 00 63 3A
kigyo3.dat,1010,1196344,00 D4 0E 00 00 13 07 00 00 88 8F C2 F5 A8 37 00 00 00 00 00 00 06 31 34 31 30 31 30 00 00 00 00 00 00 00 00 00 00 00 00 04 31 39 30 32 00 00 00 BD 0E 01 00
kigyo3.dat,1010,1328619,00 23 04 00 00 E3 01 00 00 87 C3 F5 28 5C 0C 00 00 00 00 00 00 06 31 34 31 30 31 30 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 31 31 00 00 00 0F C5 00 00
kigyo3.dat,3032,110863,00 00 0D 02 00 00 CA 00 00 00 87 14 AE 47 E1 05 00 00 00 00 00 00 06 31 33 30 33 32 39 00 00 00 00 00 00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 82 6D 00
kigyo3.dat,3032,355503,00 00 4A 11 00 00 88 05 00 00 84 8F C2 F5 28 6C 00 00 00 00 00 00 06 31 33 30 33 32 32 00 00 00 00 00 00 00 00 00 00 00 00 04 31 38 31 32 00 00 00 00 00 00
kigyo3.dat,3032,1149098,00 00 29 01 00 00 97 00 00 00 85 CD CC CC CC 5A 00 00 00 00 00 00 06 31 33 30 33 32 39 00 00 00 00 00 00 00 00 00 00 00 00 04 31 37 30 35 00 00 00 6E 14 00
Zaimu.dat,7203,4400337,38 34 37 32 33 3A 39 32 31 33 36 2C 35 31 31 36 36 2C 35 38 36 34 37 2C 37 32 30 33 33 3A 39 30 37 38 38 2C 34 39 35 32 37 2C 35 38 30 38 39 2C 37 31 33 32
Zaimu.dat,6506,6937697,31 39 94 4E 33 8C 8E 3A 31 33 33 39 37 31 2C 31 32 34 38 31 37 2C 31 32 36 35 30 36 2C 31 32 36 32 38 36 3A 2D 2D 2D 2C 2D 2D 2D 2C 2D 2D 2D 2C 2D 2D 2D 3A
Zaimu.dat,6506,8365281,8E 2C 32 30 31 39 94 4E 33 8C 8E 3A 37 31 31 38 38 2C 36 36 31 38 34 2C 36 35 30 36 33 2C 36 31 35 37 33 3A 31 31 34 31 34 2C 39 38 34 32 2C 39 35 34 35 2C
Zaimu.dat,6506,15770378,83 62 83 76 83 58 82 C8 82 C7 8A 43 8A 4F 90 A8 82 C6 92 F1 8C 67 3A 32 36 35 30 36 2C 32 34 30 39 33 2C 32 32 37 30 38 2C 31 39 38 31 31 2C 31 33 32 38 33
Zaimu.dat,1308,2803621,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 31 31 30 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 06 2D 31 38 2E 39 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,4192097,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 31 30 34 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 05 32 35 2E 37 20 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,4720109,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 31 30 35 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 05 35 38 2E 36 20 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,5839690,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 31 31 31 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 00 2D 31 38 36 2E 33 20 00 00 00 00 00 00 00 00
Zaimu.dat,1308,12850516,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 31 39 30 35 31 34 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 05 32 35 2E 30 20 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,12967852,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 32 30 35 31 31 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 05 33 35 2E 34 20 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,13060743,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 32 30 35 31 33 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 04 30 2E 35 20 20 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,14591000,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 32 31 30 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 05 31 31 2E 34 20 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,15256643,2C 31 31 31 31 2C 35 35 38 3A 31 32 38 35 2C 35 35 39 2C 31 30 33 32 2C 31 33 30 38 2C 35 19 68 74 74 70 73 3A 2F 2F 77 77 77 2E 66 72 65 75 6E 64 2E 63 6F
Zaimu.dat,1308,15632357,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 32 31 30 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 04 38 2E 31 20 36 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,16761716,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 32 30 35 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 08 31 32 34 30 30 2E 30 20 00 00 00 00 00 00 00
Zaimu.dat,1308,16874163,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 32 31 30 32 2F 31 33 30 38 93 FA 00 00 00 00 00 00 06 2D 31 37 2E 36 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,17998831,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 30 30 35 31 33 30 38 8C 8E 31 32 93 FA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1308,21392465,31 32 38 30 2C 31 31 32 34 3A 39 30 30 2C 31 30 31 39 2C 31 35 33 32 2C 31 33 30 38 2C 31 1F 68 74 74 70 73 3A 2F 2F 77 77 77 2E 62 65 6E 65 66 69 74 6A 61
Zaimu.dat,9984,7196868,31 34 34 39 33 2C 31 31 33 37 38 2C 31 36 32 31 33 3A 31 33 30 36 32 2C 39 39 38 34 2C 38 31 33 36 2C 31 1B 68 74 74 70 3A 2F 2F 77 77 77 2E 74 6F 6D 6F 6E
Zaimu.dat,9984,10584890,30 31 39 94 4E 33 8C 8E 3A 31 33 31 31 32 30 2C 31 31 36 36 35 39 2C 39 39 39 38 34 2C 39 37 32 39 37 3A 38 33 30 30 2C 36 30 33 39 2C 35 34 33 30 2C 35 37
Zaimu.dat,9984,16236631,31 33 31 39 36 2C 31 32 33 31 30 2C 31 34 38 33 33 2C 31 33 37 34 30 3A 39 39 38 34 2C 39 31 37 38 1E 68 74 74 70 3A 2F 2F 77 77 77 2E 61 73 61 68 69 2D 69
Zaimu.dat,4755,4380742,94 4E 33 8C 8E 2C 32 30 31 39 94 4E 33 8C 8E 3A 38 36 35 31 36 36 2C 37 34 37 35 35 39 2C 38 33 31 30 33 34 2C 39 39 31 33 36 35 3A 32 39 34 33 30 2C 36 33
Zaimu.dat,4755,8282184,35 30 2C 33 39 36 38 35 33 2C 33 38 35 32 39 35 2C 33 35 38 36 35 34 3A 34 37 35 35 35 2C 34 35 38 37 38 2C 34 30 30 34 38 2C 33 38 33 37 38 3A 34 38 33 31
Zaimu.dat,2802,7651538,8C F5 82 C9 92 8D 97 CD 30 30 30 2C 36 31 34 30 30 3A 33 36 30 32 35 2C 32 38 30 32 34 2C 33 38 30 30 30 2C 33 35 39 30 30 3A 16 68 74 74 70 3A 2F 2F 77 77
Zaimu.dat,2802,16270811,2C 31 38 34 37 32 2C 31 36 34 35 31 2C 31 35 34 34 32 3A 32 38 32 30 2C 32 38 30 32 2C 32 30 34 36 2C 31 37 30 30 3A 32 38 37 36 2C 32 38 35 36 2C 32 30 37
Zaimu.dat,1001,2588769,93 8C 8F D8 83 76 83 89 83 43 83 80 31 39 34 39 E5 B9 B4 39 E6 9C 88 2C 31 30 30 31 0A 32 04 89 BB 8A 77 83 76 83 89 83 43 83 80 E3 82 A4 E3 83 A0 31 04 64
Zaimu.dat,1001,4643720,34 2C 38 33 39 2C 35 33 36 2C 33 39 33 3A 32 34 34 39 2C 31 38 31 33 2C 31 30 30 31 2C 37 30 35 2C 35 33 35 18 68 74 74 70 73 3A 2F 2F 77 77 77 2E 61 78 65
Zaimu.dat,1001,5774112,93 8C 8F D8 83 76 83 89 83 43 83 80 31 39 36 32 E5 B9 B4 38 E6 9C 88 2C 31 30 30 31 30 31 08 90 B8 96 A7 8B 40 8A ED 83 43 83 80 E3 82 A4 E3 83 A0 34 31 64
Zaimu.dat,1001,7250646,34 34 33 2C 31 33 30 30 2C 2D 34 36 39 2C 32 32 33 38 3A 32 35 32 36 2C 31 30 30 31 2C 2D 37 32 34 2C 31 36 1B 68 74 74 70 3A 2F 2F 77 77 77 2E 69 63 68 69
Zaimu.dat,1001,7941954,00 00 00 00 00 00 00 00 00 C8 A9 40 00 00 00 00 00 C0 A8 40 00 06 32 31 31 30 30 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 33 00 00 00 00 00 00 00 00
Zaimu.dat,1001,10943800,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 30 30 31 31 2F 31 30 30 37 93 FA 00 00 00 00 00 00 05 33 32 2E 33 20 00 00 00 00
Zaimu.dat,1001,11594037,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 30 30 31 34 2F 30 31 32 39 93 FA 00 00 00 00 00 00 05 31 37 2E 30 20 20 00 00 00
Zaimu.dat,1001,13801912,3A 38 31 30 35 2C 31 35 32 34 37 2C 31 33 31 39 33 2C 31 31 36 33 35 3A 31 30 30 31 32 2C 17 68 74 74 70 3A 2F 2F 77 77 77 2E 73 61 6D 74 79 2E 63 6F 2E 6A
Zaimu.dat,1001,15325121,8A 42 97 70 83 4E 83 89 83 62 83 60 82 E0 93 57 8A 4A 34 39 38 2C 81 7C 31 30 30 31 2C 81 7C 34 37 38 2C 35 38 36 3A 81 7C 32 32 39 2C 37 39 31 2C 81 7C 37
Zaimu.dat,1001,18324201,31 31 35 38 3A 31 36 35 31 2C 31 32 37 32 2C 31 30 36 39 2C 36 34 33 3A 31 30 30 31 2C 37 39 33 2C 36 31 33 2C 34 33 33 3A 39 30 36 2C 31 30 36 31 2C 35 36
Zaimu.dat,1001,18339228,4A 35 31 2C 31 32 37 32 2C 31 30 36 39 3A 34 39 39 33 2C 32 32 36 37 2C 31 30 30 31 2C 37 39 33 2C 36 31 19 68 74 74 70 73 3A 2F 2F 77 77 77 2E 6A 61 6C 63
Zaimu.dat,1001,19238472,32 2C 2D 39 39 31 2C 2D 31 31 38 37 2C 2D 38 31 36 3A 2D 35 33 35 2C 2D 31 30 30 31 2C 2D 37 33 31 36 2C 2D 38 35 14 68 74 74 70 3A 2F 2F 77 77 77 2E 67 2D
Zaimu.dat,1001,21901336,3A 31 37 30 35 2C 39 36 33 2C 38 35 32 2C 31 34 34 38 2C 81 7C 37 37 3A 31 30 30 31 2C 31 32 1A 68 74 74 70 73 3A 2F 2F 77 77 77 2E 6C 6F 63 6F 6E 64 6F 2E
Zaimu.dat,1010,2001825,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 31 30 31 30 93 FA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1010,2532754,AD 8E E8 82 AA 82 AF 82 E9 31 37 3A 31 30 35 31 36 2C 31 32 33 33 35 2C 31 30 31 30 30 2C 31 30 31 38 30 3A 32 30 31 39 2F 30 35 17 68 74 74 70 3A 2F 2F 77
Zaimu.dat,1010,3258298,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 39 30 34 30 33 38 2F 31 30 31 30 93 FA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1010,3723820,81 42 8A 43 8A 4F 93 57 8A 4A 8B AD 89 BB 31 36 36 38 2C 31 31 37 37 2C 31 30 31 30 2C 39 31 36 2C 31 31 36 32 3A 31 37 33 39 2C 31 32 36 30 2C 31 30 36 39
Zaimu.dat,1010,4808106,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 31 31 30 31 30 2F 33 31 30 34 93 FA 00 00 00 00 00 00 05 32 37 2E 31 20 20 00 00 00 00
Zaimu.dat,1010,8008423,83 93 8A E9 8B C6 82 D6 82 CC 92 45 94 E7 96 CD 8D F5 92 86 31 34 37 2C 31 30 31 30 32 37 35 2C 2D 2D 2C 31 30 31 38 30 32 31 3A 35 37 32 35 32 38 2C 36 31
Zaimu.dat,1010,12185807,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 31 30 38 31 30 8C 8E 30 37 93 FA 00 00 00 00 00 00 05 35 37 2E 34 20 00 00 00
Zaimu.dat,1010,12701866,38 2C 31 31 33 39 2C 39 35 33 3A 35 31 36 2C 33 33 31 2C 31 31 37 39 2C 31 30 31 30 3A 33 35 37 2C 31 37 33 2C 37 36 38 2C 36 34 30 3A 35 33 2E 34 32 2C 17
Zaimu.dat,1010,13405904,2C 31 39 30 33 2C 32 30 39 31 3A 31 35 36 34 2C 31 39 39 2C 39 36 30 2C 31 30 31 30 3A 18 68 74 74 70 3A 2F 2F 77 77 77 2E 74 65 6E 70 6F 73 2E 63 6F 2E 6A
Zaimu.dat,1010,13647621,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 30 30 31 31 30 31 30 8C 8E 31 33 93 FA 00 00 00 00 00 00 00 32 2E 37 20 00 00 00 00 00 00 00
Zaimu.dat,1010,15038759,30 32 30 94 4E 32 8C 8E 2C 32 30 31 39 94 4E 32 8C 8E 3A 39 38 36 34 2C 31 30 31 30 32 2C 31 30 36 39 30 2C 31 30 37 39 37 3A 33 37 34 2C 34 31 38 2C 34 30
Zaimu.dat,1010,15246119,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 31 30 38 31 2F 30 38 31 32 93 FA 00 00 00 00 00 00 05 37 31 2E 38 20 20 00 00
Zaimu.dat,1010,15515014,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 31 30 38 31 2F 30 39 00 00 00 00 00 00 00 00 00 00 06 2D 31 30 2E 37 20 00 00
Zaimu.dat,1010,15857251,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 30 31 34 2F 30 32 2F 31 30 31 30 93 FA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1010,16205872,C9 93 A5 82 DD 8F 6F 82 B7 31 35 32 2C 38 39 35 2C 81 7C 38 32 3A 81 7C 31 30 31 30 2C 81 7C 31 31 34 31 2C 31 37 35 2C 37 37 30 16 68 74 74 70 73 3A 2F 2F
Zaimu.dat,1010,16212185,31 3A 31 33 39 35 31 2C 38 36 32 37 2C 39 38 34 31 2C 31 30 36 37 36 3A 31 30 31 30 32 2C 36 34 35 35 1F 68 74 74 70 3A 2F 2F 77 77 77 2E 6E 00 00 00 00 00
Zaimu.dat,1010,17348396,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 31 39 30 33 30 38 38 2F 31 30 31 30 93 FA 00 00 00 00 00 00 06 2D 32 38 2E 31 20 00 00 00 00 00 00 00 00 00
Zaimu.dat,1010,37461053,82 63 90 BB 91 A2 91 95 92 75 82 F0 8E E8 82 AA 82 AF 82 E9 37 33 35 2C 31 30 31 30 2C 34 36 38 3A 31 36 32 2C 34 36 39 2C 36 37 38 2C 39 31 31 2C 33 39 36
Zaimu.dat,1324,3569227,00 00 00 00 00 00 00 00 00 00 00 00 00 00 32 34 31 30 33 31 37 36 2C 31 31 33 32 34 3A 31 30 38 39 2C 01 30 34 39 1D 68 74 74 70 3A 2F 2F 77 77 77 2E 61 69
Zaimu.dat,1324,4253681,2C 32 31 33 34 3A 31 38 31 30 2C 38 39 33 2C 39 33 39 2C 32 30 36 37 3A 31 33 32 34 2C 36 35 31 2C 36 32 34 2C 31 32 39 31 3A 33 32 17 68 74 74 70 3A 2F 2F
Zaimu.dat,1324,15594239,5E 82 E2 8E F7 8E 89 90 AC 8C 60 95 69 82 E0 33 39 30 2C 31 35 32 34 2C 31 33 32 34 2C 31 36 31 34 3A 31 32 36 39 2C 31 36 30 36 2C 31 36 34 31 2C 31 34 1F
Zaimu.dat,1324,42955889,C6 8B C6 8E D2 8A D4 82 CC 92 86 8C C3 8E D4 94 84 94 83 92 87 89 EE 2C 31 33 32 34 2C 31 31 36 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
Zaimu.dat,1553,6663944,2C 38 35 31 38 32 31 35 3A 31 37 34 33 31 32 2C 31 35 30 35 38 36 2C 32 31 35 35 33 30 2C 32 31 32 32 35 36 3A 31 36 37 30 36 38 2C 31 33 38 38 30 31 2C 32
Zaimu.dat,1553,16474993,4A 94 AD 31 2C 31 37 35 39 2C 38 37 34 2C 31 38 35 36 3A 33 37 34 30 2C 31 35 35 33 2C 31 37 37 36 2C 38 34 32 1C 68 74 74 70 73 3A 2F 2F 77 77 77 2E 6E 69
Zaimu.dat,1738,1418076,32 38 32 36 30 2C 32 31 32 38 33 2C 34 34 33 32 35 2C 34 35 31 33 33 3A 31 37 33 38 32 18 68 74 74 70 3A 2F 2F 77 77 77 2E 61 62 63 2D 6D 61 72 74 2E 63 6F
Zaimu.dat,1738,15075591,FC 82 54 8A 84 92 B4 36 2C 32 37 38 36 2C 31 35 34 39 2C 31 36 33 35 3A 31 37 33 38 2C 32 33 34 35 2C 33 30 38 35 2C 31 37 1A 68 74 74 70 73 3A 2F 2F 74 65
Zaimu.dat,1777,6918125,33 8C 8E 2C 32 30 32 30 94 4E 33 8C 8E 2C 32 30 31 39 94 4E 33 8C 8E 3A 31 37 37 37 39 33 2C 31 37 35 39 36 33 2C 31 38 32 34 30 32 2C 31 38 33 36 34 35 3A
Zaimu.dat,1777,13298281,4E 31 32 8C 8E 2C 32 30 31 38 94 4E 31 32 8C 8E 3A 31 35 36 38 32 2C 31 31 37 37 37 2C 31 31 36 31 35 2C 31 33 32 37 36 3A 34 36 31 2C 33 32 31 2C 34 37 31
Zaimu.dat,1777,14760136,82 E0 81 42 82 72 82 61 82 68 8E 50 89 BA 32 31 35 35 2C 31 38 35 38 2C 31 37 37 37 3A 31 34 35 34 2C 31 33 31 38 2C 31 32 33 30 2C 31 32 32 30 3A 31 1D 68
Zaimu.dat,1777,14955660,4E 33 8C 8E 3A 32 30 30 36 37 2C 32 31 30 38 31 2C 31 37 35 30 30 2C 32 31 37 37 37 3A 32 33 37 33 2C 31 36 35 38 2C 37 32 38 2C 32 33 34 37 3A 32 36 31 39
Zaimu.dat,1869,2481014,8A 67 8F 5B 31 32 38 30 2C 31 31 35 32 2C 31 33 30 31 3A 34 32 38 36 2C 31 38 36 39 2C 31 37 39 37 2C 31 34 12 68 74 74 70 73 3A 2F 2F 74 69 67 65 72 73 2E
Zaimu.dat,1869,4566573,32 32 37 31 2C 31 38 30 38 3A 34 37 31 2C 32 32 36 39 2C 32 32 36 39 2C 31 38 36 39 3A 31 32 30 38 2C 2D 32 31 37 2C 39 37 34 2C 31 30 32 37 3A 16 68 74 74
Zaimu.dat,1869,9524011,30 38 31 2C 31 39 30 35 2C 32 35 38 39 2C 33 39 32 39 3A 34 31 39 37 2C 31 38 36 39 2C 32 34 32 30 2C 33 35 32 32 3A 32 38 39 32 2C 31 34 35 38 2C 31 35 38
Zaimu.dat,1869,10740403,39 33 31 2C 31 37 31 30 2C 32 32 36 33 3A 31 36 32 35 2C 31 38 32 34 2C 31 38 36 39 2C 31 36 1B 68 74 74 70 73 3A 2F 2F 77 77 77 2E 6E 61 6E 74 61 74 73 75
Zaimu.dat,1869,10927118,2C 32 30 31 39 94 4E 33 8C 8E 3A 31 31 35 36 37 2C 31 30 38 34 34 2C 31 31 38 36 39 2C 31 32 37 37 31 3A 31 33 38 2C 31 35 31 2C 31 31 34 2C 35 31 34 3A 32
Zaimu.dat,1869,14276124,31 31 37 2C 31 37 36 37 2C 32 33 36 36 3A 31 37 36 39 2C 32 32 34 32 2C 31 38 36 39 2C 32 34 31 31 3A 31 34 30 31 2C 33 30 34 2C 31 30 39 31 2C 31 35 34 17
Zaimu.dat,1869,22757599,C5 83 67 83 62 83 76 83 56 83 46 83 41 38 37 2C 38 39 36 2C 38 30 36 3A 31 38 36 39 2C 31 37 38 36 2C 31 33 30 36 2C 39 33 37 2C 1B 68 74 74 70 73 3A 2F 2F
Zaimu.dat,1892,865596,95 73 93 AE 8E 59 8A 4A 94 AD 82 E0 36 35 31 39 2C 32 30 35 32 35 36 2C 31 38 39 32 32 33 3A 32 33 30 30 39 34 2C 31 38 34 36 39 37 2C 32 31 33 39 30 35 2C
Zaimu.dat,1892,14799203,2C 32 30 30 30 94 4E 31 30 8C 8E 34 93 FA 2C 31 30 30 2C 31 38 33 34 2C 31 38 39 32 2C 34 32 2E 38 2C 36 36 39 30 E3 8D 82 94 E4 97 A6 82 AA 96 F1 82 56 8A
Zaimu.dat,1892,17835277,30 31 38 94 4E 39 8C 8E 3A 32 31 35 37 2C 32 31 39 35 2C 31 37 39 31 2C 31 38 39 32 3A 32 31 39 2C 31 39 2C 2D 34 31 33 2C 2D 33 33 35 3A 32 32 2C 2D 38 33
Zaimu.dat,2035,6351034,2C 36 35 33 34 31 2C 36 31 36 34 37 2C 36 30 30 38 33 3A 32 32 33 33 2C 32 30 33 35 2C 32 31 32 31 2C 31 38 34 39 3A 32 34 32 30 2C 31 39 36 38 2C 32 33 31
Zaimu.dat,2035,7695518,34 36 36 33 39 2C 33 30 30 32 30 34 33 3A 2D 31 35 33 39 33 38 2C 2D 35 32 30 33 35 38 2C 33 38 30 38 34 31 2C 34 38 34 38 36 30 3A 2D 31 37 39 35 30 31 2C
Zaimu.dat,2467,14672123,31 38 33 3A 32 33 33 33 2C 32 32 38 37 2C 32 35 38 32 2C 32 33 30 31 3A 32 34 36 37 2C 32 33 30 37 2C 32 35 39 35 2C 32 33 30 35 3A 31 35 38 30 2C 31 34 32
Zaimu.dat,2467,14684161,33 33 33 2C 32 32 38 37 2C 32 35 38 32 3A 33 35 39 36 2C 32 37 31 31 2C 32 34 36 37 2C 32 33 17 68 74 74 70 3A 2F 2F 77 77 77 2E 72 79 6F 79 75 2E 63 6F 2E
Zaimu.dat,2467,17727601,E0 33 37 37 2C 31 38 35 36 2C 35 32 37 2C 31 34 34 37 3A 32 38 30 36 2C 32 34 36 37 2C 31 39 31 34 2C 35 34 31 1C 68 74 74 70 73 3A 2F 2F 77 77 77 2E 74 72
Zaimu.dat,2467,37171267,33 8C 8E 2C 32 30 31 39 94 4E 33 8C 8E 3A 33 38 30 36 2C 34 30 33 34 2C 32 34 36 37 2C 32 33 37 39 3A 31 31 36 2C 32 34 35 2C 36 2C 35 35 3A 31 31 30 2C 32
Zaimu.dat,2551,1644291,8C FC 82 AF 83 8A 83 54 83 43 83 4E 83 8B 90 DD 94 F5 93 99 82 E0 33 2C 32 35 35 31 2C 32 31 39 30 2C 32 31 30 35 3A 32 38 31 36 2C 32 39 38 34 2C 32 38 31
Zaimu.dat,2551,8888436,39 32 30 3A 32 32 36 38 2C 33 34 31 32 2C 33 30 36 37 2C 31 35 35 39 3A 32 35 35 31 2C 33 39 31 30 2C 33 34 30 32 2C 31 38 36 38 3A 32 30 31 30 2C 32 39 37
