file,offset,length,encoding,text,context_hex
kigyo.dat,1431,4,cp932,9509,00 00 00 00 00 00 00 04 39 35 30 39 00 00 00 00 00 00 00 00
kigyo.dat,1486,4,cp932,9609,00 00 00 00 00 00 00 04 39 36 30 39 00 00 00 00 00 00 00 00
kigyo.dat,1541,4,cp932,9709,00 00 00 00 00 00 00 04 39 37 30 39 00 00 00 00 00 00 00 00
kigyo.dat,1759,4,cp932,1503,00 00 00 00 00 00 00 04 31 35 30 33 00 00 00 00 00 00 00 00
kigyo.dat,1814,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 AA 3B 00 00 DC
kigyo.dat,1869,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 7B 3E 00 00 27
kigyo.dat,1924,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 DD 42 00 00 AE
kigyo.dat,1979,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo.dat,2089,4,cp932,1503,00 00 00 00 00 00 00 04 31 35 30 33 00 00 00 00 00 00 00 00
kigyo.dat,2144,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 DE 4C 00 00 08
kigyo.dat,2199,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 F9 44 00 00 92
kigyo.dat,2254,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 DD 42 00 00 AE
kigyo.dat,2290,6,cp932,2016/0,50 00 00 00 00 00 00 06 32 30 31 36 2F 30 00 00 00 00 00 00 00 00
kigyo.dat,2309,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 8C 3C 00 00 DC
kigyo.dat,2345,6,cp932,2016/0,00 00 00 00 00 00 00 06 32 30 31 36 2F 30 00 00 00 00 00 00 00 00
kigyo.dat,2419,50,cp932,-nネックス、日本ゼニスパイプ、羽田コンクリート工業,00 00 00 00 00 00 00 01 2D 6E 83 6C 83 62 83 4E 83 58 81 41 93 FA 96 7B 83 5B 83 6A 83 58 83 70 83 43 83 76 81 41 89 48 93 63 83 52 83 93 83 4E 83 8A 81 5B 83 67 8D 48 8B C6 15 05 02 C9 97 97 6D 81
kigyo.dat,2472,11,cp932,ﾉ覧m　　　@,67 8D 48 8B C6 15 05 02 C9 97 97 6D 81 40 81 40 81 40 40 81 00 00 00 00 00 00 00
kigyo.dat,2527,6,cp932,070201,44 05 00 00 00 00 00 06 30 37 30 32 30 31 88 00 00 00 00 11 00 00
kigyo.dat,2582,4,cp932,2203,1B 00 00 00 00 00 00 04 32 32 30 33 00 00 00 00 00 00 00 00
kigyo.dat,2637,4,cp932,2303,00 00 00 00 00 00 00 04 32 33 30 33 00 00 00 00 00 00 00 00
kigyo.dat,2692,4,cp932,2403,00 00 00 00 00 00 00 04 32 34 30 33 00 00 00 00 00 00 00 00
