file,offset,length,encoding,text,context_hex
kigyo2.dat,1266,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6601,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6656,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6711,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6766,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6821,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6876,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,9571,4,cp932,1605,00 00 00 00 00 00 00 04 31 36 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9626,4,cp932,1705,00 00 00 00 00 00 00 04 31 37 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9681,4,cp932,1805,00 00 00 00 00 00 00 04 31 38 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9736,4,cp932,1905,00 00 00 00 00 00 00 04 31 39 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9791,4,cp932,2005,00 00 00 00 00 00 00 04 32 30 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9846,4,cp932,2105,00 00 00 00 00 00 00 04 32 31 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9901,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,9956,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10011,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10066,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10121,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10176,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10231,4,cp932,1606,00 00 00 00 00 00 00 04 31 36 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10286,4,cp932,1706,00 00 00 00 00 00 00 04 31 37 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10341,4,cp932,1806,00 00 00 00 00 00 00 04 31 38 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10396,4,cp932,1906,00 00 00 00 00 00 00 04 31 39 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10451,4,cp932,2006,00 00 00 00 00 00 00 04 32 30 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10506,4,cp932,2106,00 00 00 00 00 00 00 04 32 31 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10561,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10616,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10671,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10726,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10781,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10836,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10891,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10946,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11001,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11056,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11111,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11166,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11221,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11276,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11331,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11386,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11441,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11496,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11551,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11606,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11661,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11716,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11771,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11826,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,16171,4,cp932,1612,00 00 00 00 00 00 00 04 31 36 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16226,4,cp932,1712,00 00 00 00 00 00 00 04 31 37 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16281,4,cp932,1812,00 00 00 00 00 00 00 04 31 38 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16336,4,cp932,1912,00 00 00 00 00 00 00 04 31 39 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16391,4,cp932,2012,00 00 00 00 00 00 00 04 32 30 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16446,4,cp932,2112,00 00 00 00 00 00 00 04 32 31 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,29701,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29756,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29811,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29866,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29921,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29976,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,38941,4,cp932,1502,00 00 00 00 00 00 00 04 31 35 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,38996,4,cp932,1602,00 00 00 00 00 00 00 04 31 36 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39051,4,cp932,1702,00 00 00 00 00 00 00 04 31 37 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39106,4,cp932,1802,00 00 00 00 00 00 00 04 31 38 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39161,4,cp932,1902,00 00 00 00 00 00 00 04 31 39 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39216,4,cp932,2002,00 00 00 00 00 00 00 04 32 30 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39271,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39326,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39381,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39436,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39491,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39546,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39601,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39656,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39711,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39766,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39821,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39876,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39931,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39986,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40041,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40096,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40151,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40206,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40591,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40646,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40701,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40756,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40811,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40866,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40921,4,cp932,1604,00 00 00 00 00 00 00 04 31 36 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,40976,4,cp932,1704,00 00 00 00 00 00 00 04 31 37 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41031,4,cp932,1804,00 00 00 00 00 00 00 04 31 38 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41086,4,cp932,1904,00 00 00 00 00 00 00 04 31 39 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41141,4,cp932,2004,00 00 00 00 00 00 00 04 32 30 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41196,4,cp932,2104,00 00 00 00 00 00 00 04 32 31 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41251,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41306,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41361,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41416,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41471,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41526,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41581,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41636,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41691,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41746,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41801,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41856,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41911,4,cp932,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41966,4,cp932,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,42021,4,cp932,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,42076,4,cp932,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,42131,4,cp932,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,42186,4,cp932,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,991,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,1046,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,1101,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,1156,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,1211,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,1266,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6601,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6656,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6711,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6766,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6821,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,6876,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,9571,4,shift_jis,1605,00 00 00 00 00 00 00 04 31 36 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9626,4,shift_jis,1705,00 00 00 00 00 00 00 04 31 37 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9681,4,shift_jis,1805,00 00 00 00 00 00 00 04 31 38 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9736,4,shift_jis,1905,00 00 00 00 00 00 00 04 31 39 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9791,4,shift_jis,2005,00 00 00 00 00 00 00 04 32 30 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9846,4,shift_jis,2105,00 00 00 00 00 00 00 04 32 31 30 35 00 00 00 00 00 00 00 00
kigyo2.dat,9901,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,9956,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10011,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10066,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10121,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10176,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10231,4,shift_jis,1606,00 00 00 00 00 00 00 04 31 36 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10286,4,shift_jis,1706,00 00 00 00 00 00 00 04 31 37 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10341,4,shift_jis,1806,00 00 00 00 00 00 00 04 31 38 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10396,4,shift_jis,1906,00 00 00 00 00 00 00 04 31 39 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10451,4,shift_jis,2006,00 00 00 00 00 00 00 04 32 30 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10506,4,shift_jis,2106,00 00 00 00 00 00 00 04 32 31 30 36 00 00 00 00 00 00 00 00
kigyo2.dat,10561,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10616,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10671,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10726,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10781,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10836,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10891,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,10946,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11001,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11056,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11111,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11166,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11221,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11276,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11331,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11386,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11441,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11496,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11551,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11606,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11661,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11716,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11771,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,11826,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,16171,4,shift_jis,1612,00 00 00 00 00 00 00 04 31 36 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16226,4,shift_jis,1712,00 00 00 00 00 00 00 04 31 37 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16281,4,shift_jis,1812,00 00 00 00 00 00 00 04 31 38 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16336,4,shift_jis,1912,00 00 00 00 00 00 00 04 31 39 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16391,4,shift_jis,2012,00 00 00 00 00 00 00 04 32 30 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,16446,4,shift_jis,2112,00 00 00 00 00 00 00 04 32 31 31 32 00 00 00 00 00 00 00 00
kigyo2.dat,29701,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29756,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29811,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29866,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29921,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,29976,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,38941,4,shift_jis,1502,00 00 00 00 00 00 00 04 31 35 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,38996,4,shift_jis,1602,00 00 00 00 00 00 00 04 31 36 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39051,4,shift_jis,1702,00 00 00 00 00 00 00 04 31 37 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39106,4,shift_jis,1802,00 00 00 00 00 00 00 04 31 38 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39161,4,shift_jis,1902,00 00 00 00 00 00 00 04 31 39 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39216,4,shift_jis,2002,00 00 00 00 00 00 00 04 32 30 30 32 00 00 00 00 00 00 00 00
kigyo2.dat,39271,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39326,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39381,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39436,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39491,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39546,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39601,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39656,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39711,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39766,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39821,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39876,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39931,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,39986,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40041,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40096,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40151,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40206,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40591,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40646,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40701,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40756,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40811,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40866,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,40921,4,shift_jis,1604,00 00 00 00 00 00 00 04 31 36 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,40976,4,shift_jis,1704,00 00 00 00 00 00 00 04 31 37 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41031,4,shift_jis,1804,00 00 00 00 00 00 00 04 31 38 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41086,4,shift_jis,1904,00 00 00 00 00 00 00 04 31 39 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41141,4,shift_jis,2004,00 00 00 00 00 00 00 04 32 30 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41196,4,shift_jis,2104,00 00 00 00 00 00 00 04 32 31 30 34 00 00 00 00 00 00 00 00
kigyo2.dat,41251,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41306,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41361,4,shift_jis,1803,00 00 00 00 00 00 00 04 31 38 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41416,4,shift_jis,1903,00 00 00 00 00 00 00 04 31 39 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41471,4,shift_jis,2003,00 00 00 00 00 00 00 04 32 30 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41526,4,shift_jis,2103,00 00 00 00 00 00 00 04 32 31 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41581,4,shift_jis,1603,00 00 00 00 00 00 00 04 31 36 30 33 00 00 00 00 00 00 00 00
kigyo2.dat,41636,4,shift_jis,1703,00 00 00 00 00 00 00 04 31 37 30 33 00 00 00 00 00 00 00 00
