line_no,code,text,encoding
860,6104,"6104,芝浦機械,1,0,0,1,芝浦機械,15,0,15,0,6104",cp932
861,6113,"6113,アマダ,1,0,1,1,アマダ,15,0,15,1,6113",cp932
862,6118,"6118,アイダエンジ,1,0,0,1,アイダエンジニアリング,15,0,15,0,6118",cp932
863,6134,"6134,ＦＵＪＩ,1,0,0,1,ＦＵＪＩ,15,0,15,1,6134",cp932
864,6135,"6135,牧野フライス,1,0,0,1,牧野フライス製作所,15,0,15,0,6135",cp932
865,6136,"6136,オーエスジー,1,0,0,1,オーエスジー,15,0,15,1,6136",cp932
866,6140,"6140,旭ダイヤモン,1,0,0,1,旭ダイヤモンド工業,15,0,15,0,6140",cp932
867,6141,"6141,ＤＭＧ森精機,1,1,0,1,ＤＭＧ森精機,15,0,15,1,6141",cp932
868,6143,"6143,ソディック,1,0,0,1,ソディック,15,0,15,0,6143",cp932
869,6146,"6146,ディスコ,1,2,0,1,ディスコ,15,0,15,1,6146",cp932
870,6151,"6151,日東工器,1,0,0,1,日東工器,15,0,15,0,6151",cp932
871,6167,"6167,冨士ダイス,1,0,0,1,冨士ダイス,15,0,15,0,6167",cp932
872,6178,"6178,日本郵政,1,0,1,1,日本郵政,33,0,33,0,6178",cp932
873,6183,"6183,ベルシステム,1,0,0,1,ベルシステム２４ホールディングス,33,0,33,1,6183",cp932
874,6184,"6184,鎌倉新書,1,0,0,1,鎌倉新書,33,0,33,0,6184",cp932
875,6191,"6191,エアトリ,1,0,0,1,エアトリ,33,0,33,0,6191",cp932
876,6194,"6194,アトラエ,1,0,0,1,アトラエ,33,0,33,0,6194",cp932
877,6196,"6196,ストライク,1,0,0,1,ストライク,33,0,33,0,6196",cp932
878,6197,"6197,ソラスト,1,1,0,1,ソラスト,33,0,33,0,6197",cp932
879,6200,"6200,インソース,1,0,0,1,インソース,33,0,33,0,6200",cp932
880,6201,"6201,豊田自動織機,1,1,0,1,豊田自動織機,17,0,17,1,6201",cp932
881,6209,"6209,リケンＮＰＲ,1,0,0,1,リケンＮＰＲ,15,0,15,0,6209",cp932
882,6222,"6222,島精機製作所,1,0,0,1,島精機製作所,15,0,15,0,6222",cp932
883,6235,"6235,オプトラン,1,0,0,1,オプトラン,15,0,15,1,6235",cp932
884,6237,"6237,イワキポンプ,1,1,0,1,イワキポンプ,15,0,15,0,6237",cp932
885,6238,"6238,フリュー,1,0,0,1,フリュー,15,0,15,0,6238",cp932
886,6240,"6240,ヤマシンフィ,1,0,0,1,ヤマシンフィルタ,15,0,15,0,6240",cp932
887,6247,"6247,日阪製作所,1,0,0,1,日阪製作所,15,0,15,0,6247",cp932
888,6250,"6250,やまびこ,1,1,0,1,やまびこ,15,0,15,0,6250",cp932
889,6254,"6254,野村マイクロ,1,0,0,1,野村マイクロ・サイエンス,15,0,15,0,6254",cp932
890,6258,"6258,平田機工,1,0,0,1,平田機工,15,0,15,0,6258",cp932
891,6264,"6264,マルマエ,1,0,0,1,マルマエ,15,0,15,0,6264",cp932
892,6266,"6266,タツモ,1,0,0,1,タツモ,15,0,15,0,6266",cp932
893,6268,"6268,ナブテスコ,1,0,0,1,ナブテスコ,15,0,15,1,6268",cp932
894,6269,"6269,三井海洋開発,1,0,0,1,三井海洋開発,15,0,15,0,6269",cp932
895,6272,"6272,レオン自動機,1,1,0,1,レオン自動機,15,0,15,0,6272",cp932
896,6273,"6273,ＳＭＣ,1,0,0,1,ＳＭＣ,15,0,15,1,6273",cp932
897,6277,"6277,ホソカワミク,1,0,0,1,ホソカワミクロン,15,0,15,0,6277",cp932
898,6278,"6278,ユニオンツー,1,0,0,1,ユニオンツール,15,0,15,0,6278",cp932
899,6279,"6279,瑞光,1,0,0,1,瑞光,15,0,15,0,6279",cp932
900,6282,"6282,オイレス工業,1,0,0,1,オイレス工業,15,0,15,0,6282",cp932
901,6284,"6284,日精エー・エ,1,0,0,1,日精エー・エス・ビー機械,15,0,15,0,6284",cp932
902,6287,"6287,サトー,1,0,0,1,サトー,15,0,15,0,6287",cp932
903,6289,"6289,技研製作所,1,0,0,1,技研製作所,15,0,15,0,6289",cp932
904,6293,"6293,日精樹脂工業,1,0,0,1,日精樹脂工業,15,0,15,0,6293",cp932
905,6294,"6294,オカダアイヨ,1,0,0,1,オカダアイヨン,15,0,15,0,6294",cp932
906,6298,"6298,ワイエイシイ,1,0,0,1,ワイエイシイホールディングス,15,0,15,0,6298",cp932
907,6301,"6301,小松製作所,1,0,1,1,小松製作所,15,0,15,1,6301",cp932
908,6302,"6302,住友重機械工,1,0,1,1,住友重機械工業,15,0,15,1,6302",cp932
909,6305,"6305,日立建機,1,1,1,1,日立建機,15,0,15,1,6305",cp932
910,6306,"6306,日工,1,0,0,1,日工,15,0,15,0,6306",cp932
911,6309,"6309,巴工業,1,0,0,1,巴工業,15,0,15,0,6309",cp932
912,6310,"6310,井関農機,1,1,0,1,井関農機,15,0,15,0,6310",cp932
913,6315,"6315,ＴＯＷＡ,1,0,0,1,ＴＯＷＡ,15,0,15,0,6315",cp932
914,6323,"6323,ローツェ,1,0,0,1,ローツェ,15,0,15,0,6323",cp932
915,6324,"6324,ハーモニック,1,0,0,1,ハーモニック・ドライブ・システムズ,15,0,15,0,6324",cp932
916,6326,"6326,クボタ,1,0,1,1,クボタ,15,0,15,1,6326",cp932
917,6328,"6328,荏原実業,1,0,0,1,荏原実業,15,0,15,0,6328",cp932
918,6330,"6330,東洋エンジニ,1,4,0,1,東洋エンジニアリング,3,0,3,0,6330",cp932
919,6331,"6331,三菱化工機,1,1,0,1,三菱化工機,15,0,15,0,6331",cp932
920,6332,"6332,月島ホールデ,1,0,0,1,月島ホールディングス,15,0,15,0,6332",cp932
921,6333,"6333,帝国電機製作,1,0,0,1,帝国電機製作所,15,0,15,0,6333",cp932
922,6339,"6339,新東工業,1,0,0,1,新東工業,15,0,15,0,6339",cp932
923,6340,"6340,澁谷工業,1,0,0,1,澁谷工業,15,0,15,0,6340",cp932
924,6345,"6345,アイチ　コー,1,0,0,1,アイチ　コーポレーション,15,0,15,0,6345",cp932
925,6349,"6349,小森コーポレ,1,0,0,1,小森コーポレーション,15,0,15,0,6349",cp932
926,6351,"6351,鶴見製作所,1,0,0,1,鶴見製作所,15,0,15,0,6351",cp932
927,6358,"6358,酒井重工業,1,0,0,1,酒井重工業,15,0,15,0,6358",cp932
928,6361,"6361,荏原製作所,1,0,1,1,荏原製作所,15,0,15,1,6361",cp932
929,6363,"6363,酉島製作所,1,0,0,1,酉島製作所,15,0,15,0,6363",cp932
930,6364,"6364,ＡＩＲＭＡＮ,1,0,0,1,ＡＩＲＭＡＮ,15,0,15,0,6364",cp932
931,6367,"6367,ダイキン工業,1,0,1,1,ダイキン工業,15,0,15,1,6367",cp932
932,6368,"6368,オルガノ,1,1,0,1,オルガノ,15,0,15,0,6368",cp932
933,6369,"6369,トーヨーカネ,1,0,0,1,トーヨーカネツ,15,0,15,0,6369",cp932
934,6370,"6370,栗田工業,1,0,0,1,栗田工業,15,0,15,0,6370",cp932
935,6371,"6371,椿本チエイン,1,0,0,1,椿本チエイン,15,0,15,0,6371",cp932
936,6376,"6376,日機装,1,1,0,1,日機装,19,0,19,0,6376",cp932
937,6379,"6379,レイズネクス,1,0,0,1,レイズネクスト,3,0,3,0,6379",cp932
938,6381,"6381,アネスト岩田,1,0,0,1,アネスト岩田,15,0,15,0,6381",cp932
939,6383,"6383,ダイフク,1,0,0,1,ダイフク,15,0,15,1,6383",cp932
940,6387,"6387,サムコ,1,0,0,1,サムコ,15,0,15,0,6387",cp932
941,6390,"6390,加藤製作所,1,0,0,1,加藤製作所,15,0,15,0,6390",cp932
942,6395,"6395,タダノ,1,1,0,1,タダノ,15,0,15,0,6395",cp932
943,6406,"6406,フジテック,1,0,0,1,フジテック,15,0,15,0,6406",cp932
944,6407,"6407,ＣＫＤ,1,0,0,1,ＣＫＤ,15,0,15,0,6407",cp932
945,6412,"6412,平和,1,1,0,1,平和,15,0,15,0,6412",cp932
946,6413,"6413,理想科学工業,1,0,0,1,理想科学工業,15,0,15,0,6413",cp932
947,6417,"6417,ＳＡＮＫＹＯ,1,0,0,1,ＳＡＮＫＹＯ,15,0,15,0,6417",cp932
948,6418,"6418,日本金銭機械,1,0,0,1,日本金銭機械,15,0,15,0,6418",cp932
949,6419,"6419,マースグルー,1,0,0,1,マースグループホールディングス,15,0,15,0,6419",cp932
950,6420,"6420,ガリレイ,1,0,0,1,ガリレイ,15,0,15,0,6420",cp932
951,6430,"6430,ダイコク電機,1,1,0,1,ダイコク電機,15,0,15,0,6430",cp932
952,6432,"6432,竹内製作所,1,0,0,1,竹内製作所,15,0,15,1,6432",cp932
953,6436,"6436,アマノ,1,0,0,1,アマノ,15,0,15,0,6436",cp932
954,6440,"6440,ＪＵＫＩ,1,0,0,1,ＪＵＫＩ,15,0,15,0,6440",cp932
955,6445,"6445,ジャノメ,1,0,0,1,ジャノメ,15,0,15,0,6445",cp932
956,6448,"6448,ブラザー工業,1,0,0,1,ブラザー工業,16,0,16,1,6448",cp932
957,6454,"6454,マックス,1,0,0,1,マックス,15,0,15,0,6454",cp932
958,6455,"6455,モリタホール,1,0,0,1,モリタホールディングス,17,0,17,0,6455",cp932
959,6457,"6457,グローリー,1,0,0,1,グローリー,15,0,15,0,6457",cp932
960,6458,"6458,新晃工業,1,0,0,1,新晃工業,15,0,15,0,6458",cp932
961,6459,"6459,大和冷機工業,1,0,0,1,大和冷機工業,15,0,15,0,6459",cp932
962,6460,"6460,セガサミーホ,1,0,0,1,セガサミーホールディングス,15,0,15,0,6460",cp932
963,6463,"6463,ＴＰＲ,1,0,0,1,ＴＰＲ,15,0,15,0,6463",cp932
964,6464,"6464,ツバキ・ナカ,1,0,0,1,ツバキ・ナカシマ,15,0,15,0,6464",cp932
965,6465,"6465,ホシザキ,1,0,0,1,ホシザキ,15,0,15,1,6465",cp932
966,6471,"6471,日本精工,1,0,1,1,日本精工,15,0,15,1,6471",cp932
967,6472,"6472,ＮＴＮ,1,0,1,1,ＮＴＮ,15,0,15,0,6472",cp932
968,6473,"6473,ジェイテクト,1,1,1,1,ジェイテクト,15,0,15,0,6473",cp932
969,6474,"6474,不二越,1,1,0,1,不二越,15,0,15,0,6474",cp932
970,6479,"6479,ミネベアミツ,1,0,1,1,ミネベアミツミ,16,0,16,1,6479",cp932
971,6480,"6480,日本トムソン,1,0,0,1,日本トムソン,15,0,15,0,6480",cp932
972,6481,"6481,ＴＨＫ,1,0,0,1,ＴＨＫ,15,0,15,0,6481",cp932
973,6486,"6486,イーグル工業,1,0,0,1,イーグル工業,15,0,15,0,6486",cp932
974,6490,"6490,ＰＩＬＬＡＲ,1,0,0,1,ＰＩＬＬＡＲ,15,0,15,0,6490",cp932
975,6498,"6498,キッツ,1,0,0,1,キッツ,15,0,15,0,6498",cp932
976,6501,"6501,日立製作所,1,0,1,1,日立製作所,16,0,16,1,6501",cp932
977,6503,"6503,三菱電機,1,1,1,1,三菱電機,16,0,16,1,6503",cp932
978,6504,"6504,富士電機,1,1,1,1,富士電機,16,0,16,1,6504",cp932
979,6506,"6506,安川電機,1,1,1,1,安川電機,16,0,16,1,6506",cp932
980,6507,"6507,シンフォニア,1,0,0,1,シンフォニアテクノロジー,16,0,16,0,6507",cp932
981,6508,"6508,明電舎,1,1,0,1,明電舎,16,0,16,0,6508",cp932
982,6516,"6516,山洋電気,1,1,0,1,山洋電気,16,0,16,0,6516",cp932
983,6517,"6517,デンヨー,1,0,0,1,デンヨー,16,0,16,0,6517",cp932
984,6523,"6523,ＰＨＣホール,1,0,0,1,ＰＨＣホールディングス,16,0,16,0,6523",cp932
985,6525,"6525,ＫＯＫＵＳＡ,1,0,0,1,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,16,0,16,0,6525",cp932
986,6526,"6526,ソシオネクス,1,0,0,1,ソシオネクスト,16,0,16,0,6526",cp932
987,6532,"6532,ベイカレント,1,1,0,1,ベイカレント,33,0,33,1,6532",cp932
988,6533,"6533,Ｏｒｃｈｅｓ,1,0,0,1,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,33,0,33,0,6533",cp932
989,6535,"6535,アイモバイル,1,0,0,1,アイモバイル,33,0,33,0,6535",cp932
990,6539,"6539,ＭＳ－Ｊａｐ,1,0,0,1,ＭＳ－Ｊａｐａｎ,33,0,33,0,6539",cp932
991,6544,"6544,ジャパンエレ,1,0,0,1,ジャパンエレベーターサービスホールディングス,33,0,33,1,6544",cp932
992,6560,"6560,エル・ティー,1,0,0,1,エル・ティー・エス,33,0,33,0,6560",cp932
993,6564,"6564,ミダックホー,1,0,0,1,ミダックホールディングス,33,0,33,0,6564",cp932
994,6571,"6571,キュービーネ,1,0,0,1,キュービーネットホールディングス,33,0,33,0,6571",cp932
995,6572,"6572,オープングル,1,0,0,1,オープングループ,33,0,33,0,6572",cp932
996,6584,"6584,三櫻工業,1,0,0,1,三櫻工業,17,0,17,0,6584",cp932
997,6586,"6586,マキタ,1,0,0,1,マキタ,15,0,15,1,6586",cp932
998,6588,"6588,東芝テック,1,0,0,1,東芝テック,16,0,16,0,6588",cp932
999,6590,"6590,芝浦メカトロ,1,0,0,1,芝浦メカトロニクス,16,0,16,0,6590",cp932
1000,6592,"6592,マブチモータ,1,0,0,1,マブチモーター,16,0,16,0,6592",cp932
1001,6594,"6594,ニデック,1,3,0,1,ニデック,16,0,16,1,6594",cp932
1002,6615,"6615,ユー・エム・,1,0,0,1,ユー・エム・シー・エレクトロニクス,16,0,16,0,6615",cp932
1003,6616,"6616,トレックス・,1,0,0,1,トレックス・セミコンダクター,16,0,16,0,6616",cp932
1004,6617,"6617,東光高岳,1,0,0,1,東光高岳,16,0,16,0,6617",cp932
1005,6619,"6619,ダブル・スコ,1,0,0,1,ダブル・スコープ,16,0,16,0,6619",cp932
1006,6620,"6620,宮越ホールデ,1,0,0,1,宮越ホールディングス,26,0,26,0,6620",cp932
1007,6622,"6622,ダイヘン,1,0,0,1,ダイヘン,16,0,16,0,6622",cp932
1008,6630,"6630,ヤーマン,1,0,0,1,ヤーマン,16,0,16,0,6630",cp932
1009,6632,"6632,ＪＶＣケンウ,1,0,0,1,ＪＶＣケンウッド,16,0,16,0,6632",cp932
1010,6638,"6638,ミマキエンジ,1,0,0,1,ミマキエンジニアリング,16,0,16,0,6638",cp932
1011,6644,"6644,大崎電気工業,1,0,0,1,大崎電気工業,16,0,16,0,6644",cp932
1012,6645,"6645,オムロン,1,0,1,1,オムロン,16,0,16,1,6645",cp932
1013,6651,"6651,日東工業,1,3,0,1,日東工業,16,0,16,0,6651",cp932
1014,6652,"6652,ＩＤＥＣ,1,0,0,1,ＩＤＥＣ,16,0,16,0,6652",cp932
1015,6653,"6653,正興電機製作,1,0,0,1,正興電機製作所,16,0,16,0,6653",cp932
1016,6674,"6674,ジーエス・ユ,1,0,1,1,ジーエス・ユアサ　コーポレーション,16,0,16,0,6674",cp932
1017,6701,"6701,日本電気,1,5,1,1,日本電気,16,0,16,1,6701",cp932
1018,6702,"6702,富士通,1,2,1,1,富士通,16,0,16,1,6702",cp932
1019,6703,"6703,沖電気工業,1,6,1,1,沖電気工業,16,0,16,0,6703",cp932
1020,6706,"6706,電気興業,1,6,0,1,電気興業,16,0,16,0,6706",cp932
1021,6707,"6707,サンケン電気,1,1,0,1,サンケン電気,16,0,16,0,6707",cp932
1022,6718,"6718,アイホン,1,0,0,1,アイホン,16,0,16,0,6718",cp932
1023,6723,"6723,ルネサスエレ,1,0,0,1,ルネサスエレクトロニクス,16,0,16,1,6723",cp932
1024,6724,"6724,セイコーエプ,1,0,1,1,セイコーエプソン,16,0,16,1,6724",cp932
1025,6727,"6727,ワコム,1,0,0,1,ワコム,16,0,16,1,6727",cp932
1026,6728,"6728,アルバック,1,0,0,1,アルバック,16,0,16,1,6728",cp932
1027,6737,"6737,ＥＩＺＯ,1,0,0,1,ＥＩＺＯ,16,0,16,0,6737",cp932
1028,6740,"6740,ジャパンディ,1,0,0,1,ジャパンディスプレイ,16,0,16,0,6740",cp932
1029,6741,"6741,日本信号,1,0,0,1,日本信号,16,0,16,0,6741",cp932
1030,6742,"6742,京三製作所,1,0,0,1,京三製作所,16,0,16,0,6742",cp932
1031,6744,"6744,能美防災,1,0,0,1,能美防災,16,0,16,0,6744",cp932
1032,6745,"6745,ホーチキ,1,0,0,1,ホーチキ,16,0,16,0,6745",cp932
1033,6750,"6750,エレコム,1,0,0,1,エレコム,16,0,16,1,6750",cp932
1034,6752,"6752,パナソニック,1,0,1,1,パナソニック　ホールディングス,16,0,16,1,6752",cp932
1035,6753,"6753,シャープ,1,1,1,1,シャープ,16,0,16,0,6753",cp932
1036,6754,"6754,アンリツ,1,1,0,1,アンリツ,16,0,16,1,6754",cp932
1037,6755,"6755,富士通ゼネラ,1,0,0,1,富士通ゼネラル,16,0,16,0,6755",cp932
1038,6758,"6758,ソニーグルー,1,0,1,1,ソニーグループ,16,0,16,1,6758",cp932
1039,6762,"6762,ＴＤＫ,1,0,1,1,ＴＤＫ,16,0,16,1,6762",cp932
1040,6763,"6763,帝国通信工業,1,0,0,1,帝国通信工業,16,0,16,0,6763",cp932
1041,6768,"6768,タムラ製作所,1,0,0,1,タムラ製作所,16,0,16,0,6768",cp932
1042,6770,"6770,アルプスアル,1,3,1,1,アルプスアルパイン,16,0,16,0,6770",cp932
1043,6779,"6779,日本電波工業,1,0,0,1,日本電波工業,16,0,16,0,6779",cp932
1044,6785,"6785,鈴木,1,0,0,1,鈴木,16,0,16,0,6785",cp932
1045,6787,"6787,メイコー,1,0,0,1,メイコー,16,0,16,0,6787",cp932
1046,6788,"6788,日本トリム,1,0,0,1,日本トリム,16,0,16,0,6788",cp932
1047,6789,"6789,ローランド　,1,0,0,0,ローランド　ディー．ジー．,15,1,15,0,6789",cp932
1048,6794,"6794,フォスター電,1,0,0,1,フォスター電機,16,0,16,0,6794",cp932
1049,6798,"6798,ＳＭＫ,1,0,0,1,ＳＭＫ,16,0,16,0,6798",cp932
1050,6800,"6800,ヨコオ,1,0,0,1,ヨコオ,16,0,16,0,6800",cp932
1051,6804,"6804,ホシデン,1,0,0,1,ホシデン,16,0,16,0,6804",cp932
1052,6806,"6806,ヒロセ電機,1,1,0,1,ヒロセ電機,16,0,16,0,6806",cp932
1053,6807,"6807,日本航空電子,1,0,0,1,日本航空電子工業,16,0,16,0,6807",cp932
1054,6809,"6809,ＴＯＡ,1,0,0,1,ＴＯＡ,16,0,16,0,6809",cp932
1055,6810,"6810,マクセル,1,0,0,1,マクセル,16,0,16,0,6810",cp932
1056,6814,"6814,古野電気,1,1,0,1,古野電気,16,0,16,0,6814",cp932
1057,6817,"6817,スミダコーポ,1,0,0,1,スミダコーポレーション,16,0,16,0,6817",cp932
1058,6820,"6820,アイコム,1,0,0,1,アイコム,16,0,16,0,6820",cp932
1059,6823,"6823,リオン,1,0,0,1,リオン,16,0,16,0,6823",cp932
1060,6841,"6841,横河電機,1,1,1,1,横河電機,16,0,16,1,6841",cp932
1061,6844,"6844,新電元工業,1,0,0,1,新電元工業,16,0,16,0,6844",cp932
1062,6845,"6845,アズビル,1,0,0,1,アズビル,16,0,16,1,6845",cp932
1063,6849,"6849,日本光電工業,1,0,0,1,日本光電工業,16,0,16,1,6849",cp932
1064,6850,"6850,チノー,1,0,0,1,チノー,16,0,16,0,6850",cp932
1065,6856,"6856,堀場製作所,1,0,0,1,堀場製作所,16,0,16,1,6856",cp932
1066,6857,"6857,アドバンテス,1,1,1,1,アドバンテスト,16,0,16,1,6857",cp932
1067,6859,"6859,エスペック,1,0,0,1,エスペック,16,0,16,0,6859",cp932
1068,6861,"6861,キーエンス,1,0,1,1,キーエンス,16,0,16,1,6861",cp932
1069,6866,"6866,日置電機,1,1,0,1,日置電機,16,0,16,0,6866",cp932
1070,6869,"6869,シスメックス,1,0,0,1,シスメックス,16,0,16,1,6869",cp932
1071,6871,"6871,日本マイクロ,1,0,0,1,日本マイクロニクス,16,0,16,0,6871",cp932
1072,6875,"6875,メガチップス,1,0,0,1,メガチップス,16,0,16,0,6875",cp932
1073,6879,"6879,ＩＭＡＧＩＣ,1,0,0,0,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,31,0,31,0,6879",cp932
1074,6902,"6902,デンソー,1,0,1,1,デンソー,17,0,17,1,6902",cp932
1075,6905,"6905,コーセル,1,0,0,1,コーセル,16,0,16,0,6905",cp932
1076,6908,"6908,イリソ電子工,1,0,0,1,イリソ電子工業,16,0,16,0,6908",cp932
1077,6914,"6914,オプテックス,1,0,0,1,オプテックスグループ,16,0,16,0,6914",cp932
1078,6920,"6920,レーザーテッ,1,0,0,1,レーザーテック,16,0,16,1,6920",cp932
1079,6923,"6923,スタンレー電,1,0,0,1,スタンレー電気,16,0,16,1,6923",cp932
1080,6925,"6925,ウシオ電機,1,2,0,1,ウシオ電機,16,0,16,0,6925",cp932
1081,6929,"6929,日本セラミッ,1,0,0,1,日本セラミック,16,0,16,0,6929",cp932
1082,6937,"6937,古河電池,1,0,0,1,古河電池,16,0,16,0,6937",cp932
1083,6941,"6941,山一電機,1,1,0,1,山一電機,16,0,16,0,6941",cp932
1084,6947,"6947,図研,1,1,0,1,図研,16,0,16,0,6947",cp932
1085,6951,"6951,日本電子,1,1,0,1,日本電子,16,0,16,0,6951",cp932
1086,6952,"6952,カシオ計算機,1,1,1,1,カシオ計算機,16,0,16,1,6952",cp932
1087,6954,"6954,ファナック,1,0,1,1,ファナック,16,0,16,1,6954",cp932
1088,6958,"6958,日本シイエム,1,1,0,1,日本シイエムケイ,16,0,16,0,6958",cp932
1089,6961,"6961,エンプラス,1,0,0,1,エンプラス,16,0,16,0,6961",cp932
1090,6962,"6962,大真空,1,0,0,1,大真空,16,0,16,0,6962",cp932
1091,6963,"6963,ローム,1,0,0,1,ローム,16,0,16,0,6963",cp932
1092,6965,"6965,浜松ホトニク,1,0,0,1,浜松ホトニクス,16,0,16,1,6965",cp932
1093,6966,"6966,三井ハイテッ,1,0,0,1,三井ハイテック,16,0,16,0,6966",cp932
1094,6971,"6971,京セラ,1,0,1,1,京セラ,16,0,16,1,6971",cp932
1095,6976,"6976,太陽誘電,1,1,1,1,太陽誘電,16,0,16,1,6976",cp932
1096,6981,"6981,村田製作所,1,1,1,1,村田製作所,16,0,16,1,6981",cp932
1097,6986,"6986,双葉電子工業,1,0,0,1,双葉電子工業,16,0,16,0,6986",cp932
1098,6988,"6988,日東電工,1,0,1,1,日東電工,7,0,7,1,6988",cp932
1099,6995,"6995,東海理化電機,1,0,0,1,東海理化電機製作所,17,0,17,0,6995",cp932
1100,6996,"6996,ニチコン,1,0,0,1,ニチコン,16,0,16,0,6996",cp932
1101,6997,"6997,日本ケミコン,1,0,0,1,日本ケミコン,16,0,16,0,6997",cp932
1102,6999,"6999,ＫＯＡ,1,0,0,1,ＫＯＡ,16,0,16,0,6999",cp932
1103,7003,"7003,三井Ｅ＆Ｓ,1,0,1,1,三井Ｅ＆Ｓ,15,0,15,0,7003",cp932
1104,7004,"7004,カナデビア,1,0,1,1,カナデビア,15,0,15,0,7004",cp932
1105,7011,"7011,三菱重工業,1,0,1,1,三菱重工業,15,0,15,1,7011",cp932
1106,7012,"7012,川崎重工業,1,0,1,1,川崎重工業,17,0,17,0,7012",cp932
1107,7013,"7013,ＩＨＩ,1,4,1,1,ＩＨＩ,15,0,15,1,7013",cp932
1108,7033,"7033,マネジメント,1,0,0,1,マネジメントソリューションズ,33,0,33,0,7033",cp932
1109,7034,"7034,プロレド・パ,1,0,0,1,プロレド・パートナーズ,33,0,33,0,7034",cp932
1110,7038,"7038,フロンティア,1,0,0,1,フロンティア・マネジメント,33,0,33,0,7038",cp932
1111,7059,"7059,コプロ・ホー,1,0,0,1,コプロ・ホールディングス,33,0,33,0,7059",cp932
1112,7071,"7071,アンビスホー,1,0,0,1,アンビスホールディングス,33,0,33,0,7071",cp932
1113,7085,"7085,カーブスホー,1,0,0,1,カーブスホールディングス,33,0,33,0,7085",cp932
1114,7088,"7088,フォーラムエ,1,0,0,1,フォーラムエンジニアリング,33,0,33,0,7088",cp932
1115,7092,"7092,Ｆａｓｔ　Ｆ,1,0,0,0,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,33,0,33,0,7092",cp932
1116,7095,"7095,Ｍａｃｂｅｅ,1,0,0,1,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,33,0,33,0,7095",cp932
1117,7102,"7102,日本車輌製造,1,0,0,1,日本車輌製造,17,0,17,0,7102",cp932
1118,7128,"7128,フルサト・マ,1,0,0,1,フルサト・マルカホールディングス,20,0,20,0,7128",cp932
1119,7130,"7130,ヤマエグルー,1,0,0,1,ヤマエグループホールディングス,20,0,20,0,7130",cp932
1120,7148,"7148,ＦＰＧ,1,0,0,1,ＦＰＧ,24,0,24,1,7148",cp932
1121,7157,"7157,ライフネット,1,0,0,1,ライフネット生命保険,25,0,25,0,7157",cp932
1122,7164,"7164,全国保証,1,0,0,1,全国保証,23,0,23,1,7164",cp932
1123,7167,"7167,めぶきフィナ,1,0,0,1,めぶきフィナンシャルグループ,22,0,22,1,7167",cp932
1124,7172,"7172,ジャパンイン,1,0,0,1,ジャパンインベストメントアドバイザー,24,0,24,0,7172",cp932
1125,7173,"7173,東京きらぼし,1,0,0,1,東京きらぼしフィナンシャルグループ,22,0,22,0,7173",cp932
1126,7180,"7180,九州フィナン,1,0,0,1,九州フィナンシャルグループ,22,0,22,0,7180",cp932
1127,7181,"7181,かんぽ生命保,1,0,0,1,かんぽ生命保険,25,0,25,0,7181",cp932
1128,7182,"7182,ゆうちょ銀行,1,1,0,1,ゆうちょ銀行,22,0,22,0,7182",cp932
1129,7184,"7184,富山第一銀行,1,1,0,1,富山第一銀行,22,0,22,0,7184",cp932
1130,7186,"7186,コンコルディ,1,0,1,1,コンコルディア・フィナンシャルグループ,22,0,22,1,7186",cp932
1131,7187,"7187,ジェイリース,1,0,0,1,ジェイリース,23,0,23,0,7187",cp932
1132,7189,"7189,西日本フィナ,1,0,0,1,西日本フィナンシャルホールディングス,22,0,22,0,7189",cp932
1133,7198,"7198,ＳＢＩアルヒ,1,1,0,1,ＳＢＩアルヒ,23,0,23,0,7198",cp932
1134,7199,"7199,プレミアグル,1,0,0,1,プレミアグループ,23,0,23,0,7199",cp932
1135,7201,"7201,日産自動車,1,1,1,1,日産自動車,17,0,17,0,7201",cp932
1136,7202,"7202,いすゞ自動車,1,1,1,1,いすゞ自動車,17,0,17,1,7202",cp932
1137,7203,"7203,トヨタ自動車,1,1,1,1,トヨタ自動車,17,0,17,1,7203",cp932
1138,7205,"7205,日野自動車,1,1,1,1,日野自動車,17,0,17,1,7205",cp932
1139,7211,"7211,三菱自動車工,1,0,1,1,三菱自動車工業,17,0,17,0,7211",cp932
1140,7220,"7220,武蔵精密工業,1,0,0,1,武蔵精密工業,17,0,17,0,7220",cp932
1141,7224,"7224,新明和工業,1,0,0,1,新明和工業,17,0,17,0,7224",cp932
1142,7226,"7226,極東開発工業,1,0,0,1,極東開発工業,17,0,17,0,7226",cp932
1143,7231,"7231,トピー工業,1,0,0,1,トピー工業,17,0,17,0,7231",cp932
1144,7236,"7236,ティラド,1,1,0,1,ティラド,17,0,17,0,7236",cp932
1145,7238,"7238,曙ブレーキ工,1,0,0,1,曙ブレーキ工業,17,0,17,0,7238",cp932
1146,7239,"7239,タチエス,1,0,0,1,タチエス,17,0,17,0,7239",cp932
1147,7240,"7240,ＮＯＫ,1,0,0,1,ＮＯＫ,17,0,17,0,7240",cp932
1148,7241,"7241,フタバ産業,1,0,0,1,フタバ産業,17,0,17,0,7241",cp932
