line_no,code,text,encoding
292,2809,"2809,キユーピー,1,0,0,1,キユーピー,4,0,4,1,2809",cp932
293,2810,"2810,ハウス食品グ,1,0,0,1,ハウス食品グループ本社,4,0,4,0,2810",cp932
294,2811,"2811,カゴメ,1,0,0,1,カゴメ,4,0,4,1,2811",cp932
295,2815,"2815,アリアケジャ,1,0,0,1,アリアケジャパン,4,0,4,1,2815",cp932
296,2871,"2871,ニチレイ,1,0,1,1,ニチレイ,4,0,4,1,2871",cp932
297,2874,"2874,横浜冷凍,1,1,0,1,横浜冷凍,20,0,20,0,2874",cp932
298,2875,"2875,東洋水産,1,0,0,1,東洋水産,4,0,4,1,2875",cp932
299,2882,"2882,イートアンド,1,0,0,1,イートアンドホールディングス,4,0,4,0,2882",cp932
300,2884,"2884,ヨシムラ・フ,1,0,0,1,ヨシムラ・フード・ホールディングス,4,0,4,0,2884",cp932
301,2897,"2897,日清食品ホー,1,0,0,1,日清食品ホールディングス,4,0,4,1,2897",cp932
302,2899,"2899,永谷園ホール,1,0,0,0,永谷園ホールディングス,4,1,4,0,2899",cp932
303,2908,"2908,フジッコ,1,0,0,1,フジッコ,4,0,4,0,2908",cp932
304,2910,"2910,ロック・フィ,1,0,0,1,ロック・フィールド,4,0,4,0,2910",cp932
305,2914,"2914,日本たばこ産,1,0,1,1,日本たばこ産業,4,0,4,1,2914",cp932
306,2915,"2915,ケンコーマヨ,1,0,0,1,ケンコーマヨネーズ,4,0,4,0,2915",cp932
307,2918,"2918,わらべや日洋,1,0,0,1,わらべや日洋ホールディングス,4,0,4,0,2918",cp932
308,2922,"2922,なとり,1,1,0,1,なとり,4,0,4,0,2922",cp932
309,2929,"2929,ファーマフー,1,0,0,1,ファーマフーズ,4,0,4,0,2929",cp932
310,2930,"2930,北の達人コー,1,0,0,1,北の達人コーポレーション,7,0,7,0,2930",cp932
311,2931,"2931,ユーグレナ,1,1,0,1,ユーグレナ,4,0,4,0,2931",cp932
312,2933,"2933,紀文食品,1,0,0,1,紀文食品,4,0,4,0,2933",cp932
313,2935,"2935,ピックルスホ,1,0,0,1,ピックルスホールディングス,4,0,4,0,2935",cp932
314,2975,"2975,スター・マイ,1,0,0,1,スター・マイカ・ホールディングス,26,0,26,0,2975",cp932
315,2980,"2980,ＳＲＥホール,1,0,0,1,ＳＲＥホールディングス,26,0,26,0,2980",cp932
316,2982,"2982,ＡＤワークス,1,0,0,1,ＡＤワークスグループ,26,0,26,0,2982",cp932
317,3002,"3002,グンゼ,1,0,0,1,グンゼ,5,0,5,0,3002",cp932
318,3003,"3003,ヒューリック,1,0,0,1,ヒューリック,26,0,26,1,3003",cp932
319,3028,"3028,アルペン,1,0,0,1,アルペン,21,0,21,0,3028",cp932
320,3031,"3031,ラクーンホー,1,0,0,1,ラクーンホールディングス,31,0,31,0,3031",cp932
321,3034,"3034,クオールホー,1,0,0,1,クオールホールディングス,21,0,21,0,3034",cp932
322,3036,"3036,アルコニック,1,0,0,1,アルコニックス,20,0,20,0,3036",cp932
323,3038,"3038,神戸物産,1,0,0,1,神戸物産,20,0,20,1,3038",cp932
324,3040,"3040,ソリトンシス,1,0,0,1,ソリトンシステムズ,31,0,31,0,3040",cp932
325,3046,"3046,ジンズホール,1,0,0,1,ジンズホールディングス,21,0,21,0,3046",cp932
326,3048,"3048,ビックカメラ,1,0,0,1,ビックカメラ,21,0,21,1,3048",cp932
327,3050,"3050,ＤＣＭホール,1,0,0,1,ＤＣＭホールディングス,21,0,21,0,3050",cp932
328,3064,"3064,Ｍｏｎｏｔａ,1,0,0,1,ＭｏｎｏｔａＲＯ,21,0,21,1,3064",cp932
329,3073,"3073,ＤＤグループ,1,1,0,1,ＤＤグループ,21,0,21,0,3073",cp932
330,3076,"3076,あい　ホール,1,0,0,1,あい　ホールディングス,20,0,20,0,3076",cp932
331,3086,"3086,Ｊ．フロント,1,0,1,1,Ｊ．フロント　リテイリング,21,0,21,0,3086",cp932
332,3087,"3087,ドトール・日,1,0,0,1,ドトール・日レスホールディングス,21,0,21,0,3087",cp932
333,3088,"3088,マツキヨココ,1,0,0,1,マツキヨココカラ＆カンパニー,21,0,21,1,3088",cp932
334,3091,"3091,ブロンコビリ,1,0,0,1,ブロンコビリー,21,0,21,0,3091",cp932
335,3092,"3092,ＺＯＺＯ,1,0,0,1,ＺＯＺＯ,21,0,21,1,3092",cp932
336,3093,"3093,トレジャー・,1,0,0,1,トレジャー・ファクトリー,21,0,21,0,3093",cp932
337,3097,"3097,物語コーポレ,1,0,0,1,物語コーポレーション,21,0,21,0,3097",cp932
338,3099,"3099,三越伊勢丹ホ,1,0,1,1,三越伊勢丹ホールディングス,21,0,21,0,3099",cp932
339,3101,"3101,東洋紡,1,0,1,1,東洋紡,5,0,5,0,3101",cp932
340,3104,"3104,富士紡ホール,1,0,0,1,富士紡ホールディングス,5,0,5,0,3104",cp932
341,3105,"3105,日清紡ホール,1,0,0,1,日清紡ホールディングス,16,0,16,0,3105",cp932
342,3106,"3106,倉敷紡績,1,0,0,1,倉敷紡績,5,0,5,0,3106",cp932
343,3107,"3107,ダイワボウホ,1,0,0,1,ダイワボウホールディングス,20,0,20,1,3107",cp932
344,3109,"3109,シキボウ,1,0,0,1,シキボウ,5,0,5,0,3109",cp932
345,3110,"3110,日東紡績,1,0,0,1,日東紡績,11,0,11,0,3110",cp932
346,3116,"3116,トヨタ紡織,1,1,0,1,トヨタ紡織,17,0,17,1,3116",cp932
347,3132,"3132,マクニカホー,1,0,0,1,マクニカホールディングス,20,0,20,0,3132",cp932
348,3139,"3139,ラクト・ジャ,1,0,0,1,ラクト・ジャパン,20,0,20,0,3139",cp932
349,3141,"3141,ウエルシアホ,1,0,0,1,ウエルシアホールディングス,21,0,21,1,3141",cp932
350,3148,"3148,クリエイトＳ,1,0,0,1,クリエイトＳＤホールディングス,21,0,21,1,3148",cp932
351,3150,"3150,グリムス,1,0,0,1,グリムス,21,0,21,0,3150",cp932
352,3151,"3151,バイタルケー,1,0,0,1,バイタルケーエスケー・ホールディングス,20,0,20,0,3151",cp932
353,3153,"3153,八洲電機,1,1,0,1,八洲電機,20,0,20,0,3153",cp932
354,3154,"3154,メディアスホ,1,0,0,1,メディアスホールディングス,20,0,20,0,3154",cp932
355,3156,"3156,レスター,1,0,0,1,レスター,20,0,20,0,3156",cp932
356,3167,"3167,ＴＯＫＡＩホ,1,0,0,1,ＴＯＫＡＩホールディングス,20,0,20,1,3167",cp932
357,3176,"3176,三洋貿易,1,1,0,1,三洋貿易,20,0,20,0,3176",cp932
358,3179,"3179,シュッピン,1,0,0,1,シュッピン,21,0,21,0,3179",cp932
359,3180,"3180,ビューティガ,1,0,0,1,ビューティガレージ,20,0,20,0,3180",cp932
360,3182,"3182,オイシックス,1,0,0,1,オイシックス・ラ・大地,21,0,21,0,3182",cp932
361,3183,"3183,ウイン・パー,1,0,0,1,ウイン・パートナーズ,20,0,20,0,3183",cp932
362,3186,"3186,ネクステージ,1,0,0,1,ネクステージ,21,0,21,0,3186",cp932
363,3191,"3191,ジョイフル本,1,0,0,1,ジョイフル本田,21,0,21,0,3191",cp932
364,3193,"3193,エターナルホ,1,0,0,1,エターナルホスピタリティグループ,21,0,21,0,3193",cp932
365,3196,"3196,ホットランド,1,1,0,1,ホットランドホールディングス,21,0,21,0,3196",cp932
366,3197,"3197,すかいらーく,1,0,0,1,すかいらーくホールディングス,21,0,21,0,3197",cp932
367,3198,"3198,ＳＦＰホール,1,0,0,1,ＳＦＰホールディングス,21,0,21,0,3198",cp932
368,3199,"3199,綿半ホールデ,1,0,0,1,綿半ホールディングス,21,0,21,0,3199",cp932
369,3201,"3201,日本毛織,1,1,0,1,日本毛織,5,0,5,0,3201",cp932
370,3221,"3221,ヨシックスホ,1,0,0,1,ヨシックスホールディングス,21,0,21,0,3221",cp932
371,3231,"3231,野村不動産ホ,1,0,0,1,野村不動産ホールディングス,26,0,26,1,3231",cp932
372,3232,"3232,三重交通グル,1,0,0,1,三重交通グループホールディングス,26,0,26,0,3232",cp932
373,3245,"3245,ディア・ライ,1,0,0,1,ディア・ライフ,26,0,26,0,3245",cp932
374,3252,"3252,地主,1,0,0,1,地主,26,0,26,0,3252",cp932
375,3276,"3276,ＪＰＭＣ,1,0,0,1,ＪＰＭＣ,26,0,26,0,3276",cp932
376,3284,"3284,フージャース,1,0,0,1,フージャースホールディングス,26,0,26,0,3284",cp932
377,3288,"3288,オープンハウ,1,0,0,1,オープンハウスグループ,26,0,26,1,3288",cp932
378,3289,"3289,東急不動産ホ,1,0,1,1,東急不動産ホールディングス,26,0,26,1,3289",cp932
379,3291,"3291,飯田グループ,1,0,0,1,飯田グループホールディングス,26,0,26,1,3291",cp932
380,3302,"3302,帝国繊維,1,0,0,1,帝国繊維,5,0,5,0,3302",cp932
381,3315,"3315,日本コークス,1,0,0,1,日本コークス工業,9,0,9,0,3315",cp932
382,3319,"3319,ゴルフダイジ,1,0,0,1,ゴルフダイジェスト・オンライン,21,0,21,0,3319",cp932
383,3328,"3328,ＢＥＥＮＯＳ,1,0,0,1,ＢＥＥＮＯＳ,21,0,21,0,3328",cp932
384,3333,"3333,あさひ,1,0,0,1,あさひ,21,0,21,0,3333",cp932
385,3341,"3341,日本調剤,1,0,0,1,日本調剤,21,0,21,0,3341",cp932
386,3349,"3349,コスモス薬品,1,1,0,1,コスモス薬品,21,0,21,1,3349",cp932
387,3360,"3360,シップヘルス,1,0,0,1,シップヘルスケアホールディングス,20,0,20,1,3360",cp932
388,3371,"3371,ソフトクリエ,1,0,0,1,ソフトクリエイトホールディングス,31,0,31,0,3371",cp932
389,3382,"3382,セブン＆アイ,1,0,1,1,セブン＆アイ・ホールディングス,21,0,21,1,3382",cp932
390,3387,"3387,クリエイト・,1,0,0,1,クリエイト・レストランツ・ホールディングス,21,0,21,0,3387",cp932
391,3388,"3388,明治電機工業,1,0,0,1,明治電機工業,20,0,20,0,3388",cp932
392,3391,"3391,ツルハホール,1,0,0,1,ツルハホールディングス,21,0,21,1,3391",cp932
393,3393,"3393,スターティア,1,0,0,1,スターティアホールディングス,20,0,20,0,3393",cp932
394,3395,"3395,サンマルクホ,1,0,0,1,サンマルクホールディングス,21,0,21,0,3395",cp932
395,3397,"3397,トリドールホ,1,0,0,1,トリドールホールディングス,21,0,21,0,3397",cp932
396,3401,"3401,帝人,1,0,1,1,帝人,5,0,5,1,3401",cp932
397,3402,"3402,東レ,1,0,1,1,東レ,5,0,5,1,3402",cp932
398,3405,"3405,クラレ,1,2,1,1,クラレ,7,0,7,1,3405",cp932
399,3407,"3407,旭化成,1,2,1,1,旭化成,7,0,7,1,3407",cp932
400,3415,"3415,ＴＯＫＹＯ　,1,0,0,1,ＴＯＫＹＯ　ＢＡＳＥ,21,0,21,0,3415",cp932
401,3431,"3431,宮地エンジニ,1,0,0,1,宮地エンジニアリンググループ,13,0,13,0,3431",cp932
402,3433,"3433,トーカロ,1,0,0,1,トーカロ,13,0,13,0,3433",cp932
403,3436,"3436,ＳＵＭＣＯ,1,0,1,1,ＳＵＭＣＯ,13,0,13,1,3436",cp932
404,3443,"3443,川田テクノロ,1,0,0,1,川田テクノロジーズ,13,0,13,0,3443",cp932
405,3445,"3445,ＲＳ　Ｔｅｃ,1,0,0,1,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,13,0,13,0,3445",cp932
406,3457,"3457,Ａｎｄ　Ｄｏ,1,0,0,1,Ａｎｄ　Ｄｏホールディングス,26,0,26,0,3457",cp932
407,3465,"3465,ケイアイスタ,1,0,0,1,ケイアイスター不動産,26,0,26,0,3465",cp932
408,3475,"3475,グッドコムア,1,0,0,1,グッドコムアセット,26,0,26,0,3475",cp932
409,3480,"3480,ジェイ・エス,1,0,0,1,ジェイ・エス・ビー,26,0,26,0,3480",cp932
410,3482,"3482,ロードスター,1,0,0,1,ロードスターキャピタル,26,0,26,0,3482",cp932
411,3486,"3486,グローバル・,1,0,0,1,グローバル・リンク・マネジメント,26,0,26,0,3486",cp932
412,3496,"3496,アズーム,1,0,0,1,アズーム,26,0,26,0,3496",cp932
413,3498,"3498,霞ヶ関キャピ,1,0,0,1,霞ヶ関キャピタル,26,0,26,0,3498",cp932
414,3501,"3501,ＳＵＭＩＮＯ,1,0,0,1,ＳＵＭＩＮＯＥ,5,0,5,0,3501",cp932
415,3539,"3539,ＪＭホールデ,1,0,0,1,ＪＭホールディングス,21,0,21,0,3539",cp932
416,3543,"3543,コメダホール,1,0,0,1,コメダホールディングス,20,0,20,1,3543",cp932
417,3546,"3546,アレンザホー,1,0,0,1,アレンザホールディングス,21,0,21,0,3546",cp932
418,3548,"3548,バロックジャ,1,0,0,1,バロックジャパンリミテッド,21,0,21,0,3548",cp932
419,3549,"3549,クスリのアオ,1,0,0,1,クスリのアオキホールディングス,21,0,21,1,3549",cp932
420,3561,"3561,力の源ホール,1,0,0,1,力の源ホールディングス,21,0,21,0,3561",cp932
421,3563,"3563,ＦＯＯＤ　＆,1,0,0,1,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,21,0,21,1,3563",cp932
422,3569,"3569,セーレン,1,0,0,1,セーレン,5,0,5,0,3569",cp932
423,3580,"3580,小松マテーレ,1,0,0,1,小松マテーレ,5,0,5,0,3580",cp932
424,3591,"3591,ワコールホー,1,0,0,1,ワコールホールディングス,5,0,5,0,3591",cp932
425,3593,"3593,ホギメディカ,1,0,0,1,ホギメディカル,5,0,5,0,3593",cp932
426,3608,"3608,ＴＳＩホール,1,0,0,1,ＴＳＩホールディングス,5,0,5,0,3608",cp932
427,3612,"3612,ワールド,1,1,0,1,ワールド,5,0,5,0,3612",cp932
428,3626,"3626,ＴＩＳ,1,0,0,1,ＴＩＳ,31,0,31,1,3626",cp932
429,3632,"3632,グリーホール,1,0,0,1,グリーホールディングス,31,0,31,0,3632",cp932
430,3635,"3635,コーエーテク,1,0,0,1,コーエーテクモホールディングス,31,0,31,1,3635",cp932
431,3636,"3636,三菱総合研究,1,0,0,1,三菱総合研究所,31,0,31,0,3636",cp932
432,3649,"3649,ファインデッ,1,0,0,1,ファインデックス,31,0,31,0,3649",cp932
433,3655,"3655,ブレインパッ,1,0,0,1,ブレインパッド,31,0,31,0,3655",cp932
434,3656,"3656,ＫＬａｂ,1,1,0,1,ＫＬａｂ,31,0,31,0,3656",cp932
435,3657,"3657,ポールトゥウ,1,0,0,1,ポールトゥウィンホールディングス,31,0,31,0,3657",cp932
436,3659,"3659,ネクソン,1,0,0,1,ネクソン,31,0,31,1,3659",cp932
437,3660,"3660,アイスタイル,1,0,0,1,アイスタイル,31,0,31,0,3660",cp932
438,3661,"3661,エムアップホ,1,0,0,1,エムアップホールディングス,31,0,31,0,3661",cp932
439,3662,"3662,エイチームホ,1,0,0,1,エイチームホールディングス,31,0,31,0,3662",cp932
440,3663,"3663,セルシス,1,0,0,1,セルシス,31,0,31,0,3663",cp932
441,3665,"3665,エニグモ,1,0,0,1,エニグモ,31,0,31,0,3665",cp932
442,3668,"3668,コロプラ,1,0,0,1,コロプラ,31,0,31,0,3668",cp932
443,3673,"3673,ブロードリー,1,0,0,1,ブロードリーフ,31,0,31,0,3673",cp932
444,3676,"3676,デジタルハー,1,0,0,1,デジタルハーツホールディングス,31,0,31,0,3676",cp932
445,3678,"3678,メディアドゥ,1,0,0,1,メディアドゥ,31,0,31,0,3678",cp932
446,3679,"3679,じげん,1,1,0,1,じげん,31,0,31,0,3679",cp932
447,3681,"3681,ブイキューブ,1,1,0,1,ブイキューブ,31,0,31,0,3681",cp932
448,3687,"3687,フィックスタ,1,0,0,1,フィックスターズ,31,0,31,0,3687",cp932
449,3688,"3688,ＣＡＲＴＡ　,1,0,0,0,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,31,0,31,0,3688",cp932
450,3694,"3694,オプティム,1,0,0,1,オプティム,31,0,31,0,3694",cp932
451,3696,"3696,セレス,1,0,0,1,セレス,31,0,31,0,3696",cp932
452,3697,"3697,ＳＨＩＦＴ,1,0,0,1,ＳＨＩＦＴ,31,0,31,0,3697",cp932
453,3708,"3708,特種東海製紙,1,1,0,1,特種東海製紙,6,0,6,0,3708",cp932
454,3741,"3741,セック,1,0,0,1,セック,31,0,31,0,3741",cp932
455,3762,"3762,テクマトリッ,1,0,0,1,テクマトリックス,31,0,31,0,3762",cp932
456,3763,"3763,プロシップ,1,0,0,1,プロシップ,31,0,31,0,3763",cp932
457,3765,"3765,ガンホー・オ,1,0,0,1,ガンホー・オンライン・エンターテイメント,31,0,31,1,3765",cp932
458,3769,"3769,ＧＭＯペイメ,1,0,0,1,ＧＭＯペイメントゲートウェイ,31,0,31,1,3769",cp932
459,3771,"3771,システムリサ,1,0,0,1,システムリサーチ,31,0,31,0,3771",cp932
460,3774,"3774,インターネッ,1,0,0,1,インターネットイニシアティブ,31,0,31,0,3774",cp932
461,3778,"3778,さくらインタ,1,0,0,1,さくらインターネット,31,0,31,0,3778",cp932
462,3788,"3788,ＧＭＯグロー,1,0,0,1,ＧＭＯグローバルサイン・ホールディングス,31,0,31,0,3788",cp932
463,3817,"3817,ＳＲＡホール,1,0,0,1,ＳＲＡホールディングス,31,0,31,0,3817",cp932
464,3834,"3834,朝日ネット,1,1,0,1,朝日ネット,31,0,31,0,3834",cp932
465,3835,"3835,ｅＢＡＳＥ,1,0,0,1,ｅＢＡＳＥ,31,0,31,0,3835",cp932
466,3836,"3836,アバントグル,1,0,0,1,アバントグループ,31,0,31,0,3836",cp932
467,3837,"3837,アドソル日進,1,0,0,1,アドソル日進,31,0,31,0,3837",cp932
468,3843,"3843,フリービット,1,1,0,1,フリービット,31,0,31,0,3843",cp932
469,3844,"3844,コムチュア,1,0,0,1,コムチュア,31,0,31,0,3844",cp932
470,3853,"3853,アステリア,1,0,0,1,アステリア,31,0,31,0,3853",cp932
471,3854,"3854,アイル,1,0,0,1,アイル,31,0,31,0,3854",cp932
472,3861,"3861,王子ホールデ,1,0,1,1,王子ホールディングス,6,0,6,1,3861",cp932
473,3863,"3863,日本製紙,1,1,1,1,日本製紙,6,0,6,0,3863",cp932
474,3864,"3864,三菱製紙,1,1,0,1,三菱製紙,6,0,6,0,3864",cp932
475,3865,"3865,北越コーポレ,1,0,0,1,北越コーポレーション,6,0,6,0,3865",cp932
476,3877,"3877,中越パルプ工,1,0,0,1,中越パルプ工業,6,0,6,0,3877",cp932
477,3880,"3880,大王製紙,1,1,0,1,大王製紙,6,0,6,1,3880",cp932
478,3901,"3901,マークライン,1,0,0,1,マークラインズ,31,0,31,0,3901",cp932
479,3902,"3902,メディカル・,1,0,0,1,メディカル・データ・ビジョン,31,0,31,0,3902",cp932
480,3903,"3903,ｇｕｍｉ,1,1,0,1,ｇｕｍｉ,31,0,31,0,3903",cp932
481,3915,"3915,テラスカイ,1,0,0,1,テラスカイ,31,0,31,0,3915",cp932
482,3916,"3916,デジタル・イ,1,0,0,1,デジタル・インフォメーション・テクノロジー,31,0,31,0,3916",cp932
483,3921,"3921,ネオジャパン,1,0,0,1,ネオジャパン,31,0,31,0,3921",cp932
484,3922,"3922,ＰＲ　ＴＩＭ,1,0,0,1,ＰＲ　ＴＩＭＥＳ,31,0,31,0,3922",cp932
485,3923,"3923,ラクス,1,0,0,1,ラクス,31,0,31,1,3923",cp932
486,3924,"3924,ランドコンピ,1,0,0,1,ランドコンピュータ,31,0,31,0,3924",cp932
487,3925,"3925,ダブルスタン,1,0,0,1,ダブルスタンダード,31,0,31,0,3925",cp932
488,3932,"3932,アカツキ,1,0,0,1,アカツキ,31,0,31,1,3932",cp932
489,3939,"3939,カナミックネ,1,0,0,1,カナミックネットワーク,31,0,31,0,3939",cp932
490,3941,"3941,レンゴー,1,0,0,1,レンゴー,6,0,6,1,3941",cp932
491,3946,"3946,トーモク,1,0,0,1,トーモク,6,0,6,0,3946",cp932
492,3950,"3950,ザ・パック,1,0,0,1,ザ・パック,6,0,6,0,3950",cp932
493,3962,"3962,チェンジホー,1,0,0,1,チェンジホールディングス,31,0,31,0,3962",cp932
494,3963,"3963,シンクロ・フ,1,0,0,1,シンクロ・フード,31,0,31,0,3963",cp932
495,3964,"3964,オークネット,1,1,0,1,オークネット,31,0,31,0,3964",cp932
496,3968,"3968,セグエグルー,1,0,0,1,セグエグループ,31,0,31,0,3968",cp932
497,3983,"3983,オロ,1,0,0,1,オロ,31,0,31,0,3983",cp932
498,3984,"3984,ユーザーロー,1,0,0,1,ユーザーローカル,31,0,31,0,3984",cp932
499,3992,"3992,ニーズウェル,1,0,0,1,ニーズウェル,31,0,31,0,3992",cp932
500,3993,"3993,ＰＫＳＨＡ　,1,0,0,1,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,31,0,31,0,3993",cp932
501,3994,"3994,マネーフォワ,1,0,0,1,マネーフォワード,31,0,31,0,3994",cp932
502,4004,"4004,レゾナック・,1,0,1,1,レゾナック・ホールディングス,7,0,7,1,4004",cp932
503,4005,"4005,住友化学,1,0,1,1,住友化学,7,0,7,1,4005",cp932
504,4008,"4008,住友精化,1,1,0,1,住友精化,7,0,7,0,4008",cp932
505,4021,"4021,日産化学,1,0,1,1,日産化学,7,0,7,1,4021",cp932
506,4022,"4022,ラサ工業,1,0,0,1,ラサ工業,7,0,7,0,4022",cp932
507,4023,"4023,クレハ,1,1,0,1,クレハ,7,0,7,0,4023",cp932
508,4025,"4025,多木化学,1,0,0,1,多木化学,7,0,7,0,4025",cp932
509,4027,"4027,テイカ,1,0,0,1,テイカ,7,0,7,0,4027",cp932
510,4028,"4028,石原産業,1,0,0,1,石原産業,7,0,7,0,4028",cp932
511,4041,"4041,日本曹達,1,1,1,1,日本曹達,7,0,7,0,4041",cp932
512,4042,"4042,東ソー,1,0,1,1,東ソー,7,0,7,1,4042",cp932
513,4043,"4043,トクヤマ,1,1,1,1,トクヤマ,7,0,7,1,4043",cp932
514,4044,"4044,セントラル硝,1,0,0,1,セントラル硝子,7,0,7,0,4044",cp932
515,4045,"4045,東亞合成,1,1,0,1,東亞合成,7,0,7,0,4045",cp932
516,4046,"4046,大阪ソーダ,1,0,0,1,大阪ソーダ,7,0,7,0,4046",cp932
517,4047,"4047,関東電化工業,1,0,0,1,関東電化工業,7,0,7,0,4047",cp932
518,4051,"4051,ＧＭＯフィナ,1,0,0,1,ＧＭＯフィナンシャルゲート,31,0,31,0,4051",cp932
519,4053,"4053,Ｓｕｎ　Ａｓ,1,0,0,1,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,31,0,31,0,4053",cp932
520,4061,"4061,デンカ,1,0,1,1,デンカ,7,0,7,1,4061",cp932
521,4062,"4062,イビデン,1,0,0,1,イビデン,16,0,16,0,4062",cp932
522,4063,"4063,信越化学工業,1,0,1,1,信越化学工業,7,0,7,1,4063",cp932
523,4064,"4064,日本カーバイ,1,0,0,1,日本カーバイド工業,7,0,7,0,4064",cp932
524,4071,"4071,プラスアルフ,1,0,0,1,プラスアルファ・コンサルティング,31,0,31,0,4071",cp932
525,4072,"4072,電算システム,1,0,0,1,電算システムホールディングス,31,0,31,0,4072",cp932
526,4078,"4078,堺化学工業,1,0,0,1,堺化学工業,7,0,7,0,4078",cp932
527,4082,"4082,第一稀元素化,1,0,0,1,第一稀元素化学工業,7,0,7,0,4082",cp932
528,4088,"4088,エア・ウォー,1,0,0,1,エア・ウォーター,7,0,7,1,4088",cp932
529,4091,"4091,日本酸素ホー,1,0,0,1,日本酸素ホールディングス,7,0,7,1,4091",cp932
530,4092,"4092,日本化学工業,1,0,0,1,日本化学工業,7,0,7,0,4092",cp932
531,4095,"4095,日本パーカラ,1,0,0,1,日本パーカライジング,7,0,7,0,4095",cp932
532,4097,"4097,高圧ガス工業,1,0,0,1,高圧ガス工業,7,0,7,0,4097",cp932
533,4099,"4099,四国化成ホー,1,0,0,1,四国化成ホールディングス,7,0,7,0,4099",cp932
534,4109,"4109,ステラ　ケミ,1,2,0,1,ステラ　ケミファ,7,0,7,0,4109",cp932
535,4112,"4112,保土谷化学工,1,0,0,1,保土谷化学工業,7,0,7,0,4112",cp932
536,4114,"4114,日本触媒,1,1,0,1,日本触媒,7,0,7,0,4114",cp932
537,4116,"4116,大日精化工業,1,0,0,1,大日精化工業,7,0,7,0,4116",cp932
538,4118,"4118,カネカ,1,0,0,1,カネカ,7,0,7,0,4118",cp932
539,4151,"4151,協和キリン,1,0,1,1,協和キリン,8,0,8,1,4151",cp932
540,4180,"4180,Ａｐｐｉｅｒ,1,0,0,1,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,31,0,31,0,4180",cp932
541,4182,"4182,三菱瓦斯化学,1,0,0,1,三菱瓦斯化学,7,0,7,1,4182",cp932
542,4183,"4183,三井化学,1,0,1,1,三井化学,7,0,7,1,4183",cp932
543,4186,"4186,東京応化工業,1,0,0,1,東京応化工業,7,0,7,0,4186",cp932
544,4187,"4187,大阪有機化学,1,0,0,1,大阪有機化学工業,7,0,7,0,4187",cp932
545,4188,"4188,三菱ケミカル,1,0,1,1,三菱ケミカルグループ,7,0,7,1,4188",cp932
546,4189,"4189,ＫＨネオケム,1,0,0,1,ＫＨネオケム,7,0,7,0,4189",cp932
547,4194,"4194,ビジョナル,1,0,0,1,ビジョナル,31,0,31,0,4194",cp932
548,4202,"4202,ダイセル,1,0,0,1,ダイセル,7,0,7,1,4202",cp932
549,4203,"4203,住友ベークラ,1,0,0,1,住友ベークライト,7,0,7,0,4203",cp932
550,4204,"4204,積水化学工業,1,0,0,1,積水化学工業,7,0,7,1,4204",cp932
551,4205,"4205,日本ゼオン,1,0,0,1,日本ゼオン,7,0,7,1,4205",cp932
552,4206,"4206,アイカ工業,1,0,0,1,アイカ工業,7,0,7,1,4206",cp932
553,4208,"4208,ＵＢＥ,1,0,1,1,ＵＢＥ,7,0,7,1,4208",cp932
554,4212,"4212,積水樹脂,1,1,0,1,積水樹脂,7,0,7,0,4212",cp932
555,4215,"4215,タキロンシー,1,0,0,0,タキロンシーアイ,7,1,7,0,4215",cp932
556,4216,"4216,旭有機材,1,0,0,1,旭有機材,7,0,7,0,4216",cp932
557,4218,"4218,ニチバン,1,0,0,1,ニチバン,7,0,7,0,4218",cp932
558,4220,"4220,リケンテクノ,1,0,0,1,リケンテクノス,7,0,7,0,4220",cp932
559,4221,"4221,大倉工業,1,0,0,1,大倉工業,7,0,7,0,4221",cp932
560,4228,"4228,積水化成品工,1,0,0,1,積水化成品工業,7,0,7,0,4228",cp932
561,4229,"4229,群栄化学工業,1,0,0,1,群栄化学工業,7,0,7,0,4229",cp932
562,4246,"4246,ダイキョーニ,1,0,0,1,ダイキョーニシカワ,7,0,7,0,4246",cp932
563,4249,"4249,森六,1,0,0,1,森六,7,0,7,0,4249",cp932
564,4251,"4251,恵和,1,1,0,1,恵和,7,0,7,0,4251",cp932
565,4272,"4272,日本化薬,1,0,0,1,日本化薬,7,0,7,0,4272",cp932
566,4275,"4275,カーリット,1,0,0,1,カーリット,7,0,7,0,4275",cp932
567,4290,"4290,プレステージ,1,0,0,1,プレステージ・インターナショナル,33,0,33,0,4290",cp932
568,4301,"4301,アミューズ,1,0,0,1,アミューズ,33,0,33,0,4301",cp932
569,4307,"4307,野村総合研究,1,0,0,1,野村総合研究所,31,0,31,1,4307",cp932
570,4310,"4310,ドリームイン,1,0,0,1,ドリームインキュベータ,33,0,33,0,4310",cp932
571,4318,"4318,クイック,1,0,0,1,クイック,33,0,33,0,4318",cp932
572,4323,"4323,日本システム,1,0,0,1,日本システム技術,31,0,31,0,4323",cp932
573,4324,"4324,電通グループ,1,1,1,1,電通グループ,33,0,33,0,4324",cp932
574,4326,"4326,インテージホ,1,0,0,1,インテージホールディングス,31,0,31,0,4326",cp932
